"","unique_lt","annot_site_detected","alt_site_detected","riboseq_reads_detected"
"558","b4510_578327",FALSE,FALSE,FALSE
"559","b0557_578893",FALSE,TRUE,TRUE
"560","b0558_579594",TRUE,FALSE,TRUE
"561","b0559_579880",TRUE,FALSE,TRUE
"562","b4589_580445",FALSE,FALSE,TRUE
"563","b0560_580834",FALSE,FALSE,FALSE
"564","b4634_581354",FALSE,FALSE,FALSE
"565","b0561_581660",FALSE,FALSE,TRUE
"566","b0562_582806",FALSE,FALSE,FALSE
"567","b0562_582804",FALSE,FALSE,FALSE
"568","b0563_582953",FALSE,FALSE,TRUE
"569","b0564_583681",TRUE,FALSE,TRUE
"570","b0565_585633",TRUE,FALSE,TRUE
"571","b0566_586908",TRUE,FALSE,TRUE
"572","b0567_587981",TRUE,TRUE,TRUE
"573","b0568_590954",TRUE,FALSE,TRUE
"574","b0569_593178",FALSE,FALSE,TRUE
"575","b0570_594770",FALSE,FALSE,FALSE
"576","b0571_595443",TRUE,FALSE,TRUE
"577","b0572_595600",FALSE,FALSE,FALSE
"578","b0573_597131",TRUE,FALSE,TRUE
"579","b0574_597479",FALSE,FALSE,TRUE
"580","b0575_598714",FALSE,FALSE,TRUE
"581","b0576_601959",TRUE,FALSE,TRUE
"582","b0577_604663",TRUE,FALSE,TRUE
"583","b0578_605424",TRUE,FALSE,TRUE
"584","b0579_605886",FALSE,FALSE,TRUE
"585","b0580_606199",FALSE,FALSE,TRUE
"586","b0581_607383",TRUE,TRUE,TRUE
"587","b4415_607836",FALSE,FALSE,TRUE
"588","b0582_608065",FALSE,FALSE,FALSE
"589","b0583_610079",FALSE,FALSE,TRUE
"590","b0584_612494",TRUE,FALSE,TRUE
"591","b0585_612737",FALSE,FALSE,TRUE
"592","b4511_613942",TRUE,FALSE,TRUE
"593","b0586_614157",TRUE,FALSE,TRUE
"594","b0587_618254",TRUE,FALSE,TRUE
"595","b0588_620199",FALSE,FALSE,TRUE
"596","b0589_621188",FALSE,FALSE,FALSE
"597","b0590_622189",TRUE,FALSE,TRUE
"598","b0591_622300",TRUE,TRUE,TRUE
"599","b0592_624510",TRUE,FALSE,TRUE
"600","b0593_624885",TRUE,FALSE,TRUE
"601","b0594_626070",TRUE,TRUE,TRUE
"602","b0595_627694",TRUE,FALSE,TRUE
"603","b0596_628551",TRUE,FALSE,TRUE
"604","b0597_629300",FALSE,FALSE,TRUE
"605","b0598_629894",TRUE,FALSE,TRUE
"606","b4512_632182",TRUE,FALSE,TRUE
"607","b0599_633477",FALSE,FALSE,TRUE
"608","b0600_633586",TRUE,FALSE,TRUE
"609","b0601_635376",TRUE,TRUE,TRUE
"610","b0602_636569",FALSE,FALSE,TRUE
"611","b0603_637618",TRUE,FALSE,TRUE
"612","b0604_638573",TRUE,FALSE,TRUE
"613","b0605_638945",TRUE,FALSE,TRUE
"614","b0606_639753",TRUE,FALSE,TRUE
"615","b0607_641867",TRUE,FALSE,TRUE
"616","b0608_642088",FALSE,FALSE,TRUE
"617","b0610_643967",TRUE,FALSE,TRUE
"618","b0611_645003",FALSE,FALSE,FALSE
"619","b0612_646580",TRUE,FALSE,TRUE
"620","b0613_647509",TRUE,TRUE,TRUE
"621","b0614_648035",FALSE,FALSE,FALSE
"622","b0615_649571",TRUE,TRUE,TRUE
"623","b0616_650490",FALSE,FALSE,TRUE
"624","b0617_650783",TRUE,FALSE,TRUE
"625","b0618_651856",TRUE,FALSE,TRUE
"626","b0619_652235",TRUE,FALSE,TRUE
"627","b0620_653862",FALSE,FALSE,FALSE
"628","b0621_655968",TRUE,TRUE,TRUE
"629","b0622_656557",FALSE,TRUE,TRUE
"630","b0623_657292",TRUE,FALSE,TRUE
"631","b0624_657938",TRUE,FALSE,TRUE
"632","b4581_658031",TRUE,FALSE,TRUE
"633","b4581_658225",FALSE,FALSE,TRUE
"634","b0627_658947",TRUE,TRUE,TRUE
"635","b0628_660216",TRUE,FALSE,TRUE
"636","b0629_661378",TRUE,FALSE,TRUE
"637","b0630_662278",FALSE,FALSE,TRUE
"638","b0631_662642",TRUE,FALSE,TRUE
"639","b0632_663963",TRUE,FALSE,TRUE
"640","b0633_665190",TRUE,FALSE,TRUE
"641","b0634_666313",FALSE,FALSE,TRUE
"642","b0635_668217",TRUE,FALSE,TRUE
"643","b0636_668715",TRUE,FALSE,TRUE
"644","b0637_669036",FALSE,FALSE,TRUE
"645","b0638_669907",FALSE,TRUE,TRUE
"646","b0639_670572",FALSE,FALSE,TRUE
"647","b0640_671605",FALSE,FALSE,FALSE
"648","b0641_672186",TRUE,FALSE,TRUE
"649","b0642_674783",FALSE,TRUE,TRUE
"650","b0643_675018",TRUE,FALSE,TRUE
"651","b0644_676547",TRUE,FALSE,TRUE
"652","b0645_676711",TRUE,FALSE,TRUE
"653","b0646_677415",TRUE,FALSE,TRUE
"654","b0647_679406",FALSE,FALSE,TRUE
"655","b0648_679508",TRUE,FALSE,TRUE
"656","b0649_680212",TRUE,FALSE,TRUE
"657","b0650_683393",FALSE,FALSE,TRUE
"658","b0651_684412",TRUE,FALSE,TRUE
"659","b0652_685255",FALSE,TRUE,TRUE
"660","b0653_685929",FALSE,FALSE,TRUE
"661","b0654_686669",TRUE,FALSE,TRUE
"662","b0655_687747",TRUE,FALSE,TRUE
"663","b0656_689013",FALSE,FALSE,FALSE
"664","b0657_690881",TRUE,FALSE,TRUE
"665","b0658_691784",FALSE,FALSE,TRUE
"666","b0659_692341",TRUE,FALSE,TRUE
"667","b0660_693378",FALSE,FALSE,TRUE
"668","b0661_694955",TRUE,FALSE,TRUE
"669","b0662_695101",TRUE,FALSE,TRUE
"670","b0674_699177",TRUE,FALSE,TRUE
"671","b0675_700326",TRUE,FALSE,TRUE
"672","b0676_701594",FALSE,FALSE,TRUE
"673","b0677_702751",TRUE,TRUE,TRUE
"674","b0678_703611",TRUE,TRUE,TRUE
"675","b0679_703944",TRUE,FALSE,TRUE
"676","b0680_706093",TRUE,FALSE,TRUE
"677","b0681_708334",TRUE,FALSE,TRUE
"678","b0682_709790",TRUE,FALSE,TRUE
"679","b0683_710646",FALSE,TRUE,TRUE
"680","b4637_710725",FALSE,FALSE,FALSE
"681","b0684_711465",TRUE,FALSE,TRUE
"682","b0685_711898",FALSE,FALSE,TRUE
"683","b0686_712802",FALSE,FALSE,TRUE
"684","b0687_712987",TRUE,FALSE,TRUE
"685","b0688_713558",TRUE,FALSE,TRUE
"686","b0689_715412",TRUE,TRUE,TRUE
"687","b0691_716597",TRUE,FALSE,TRUE
"688","b4636_716870",FALSE,TRUE,TRUE
"689","b0692_718265",TRUE,TRUE,TRUE
"690","b0693_720460",TRUE,FALSE,TRUE
"691","b4590_720583",FALSE,TRUE,TRUE
"692","b0694_721733",TRUE,FALSE,TRUE
"693","b0695_724414",FALSE,FALSE,TRUE
"694","b0696_724979",FALSE,TRUE,TRUE
"695","b0697_727036",TRUE,FALSE,TRUE
"696","b0698_728732",FALSE,FALSE,FALSE
"697","b4513_728821",TRUE,FALSE,TRUE
"698","b0699_729134",TRUE,FALSE,TRUE
"699","b0700_729583",TRUE,TRUE,TRUE
"700","b0702_733776",TRUE,FALSE,TRUE
"701","b0703_734133",FALSE,FALSE,TRUE
"702","b0704_735650",TRUE,FALSE,TRUE
"703","b4514_736445",FALSE,FALSE,TRUE
"704","b0705_736825",FALSE,FALSE,TRUE
"705","b0706_738092",FALSE,FALSE,TRUE
"706","b0707_739001",TRUE,FALSE,TRUE
"707","b0708_739507",TRUE,FALSE,TRUE
"708","b0709_742556",FALSE,FALSE,TRUE
"709","b0710_742827",TRUE,FALSE,TRUE
"710","b0711_743593",TRUE,FALSE,TRUE
"711","b0712_744243",TRUE,TRUE,TRUE
"712","b0713_745165",TRUE,FALSE,TRUE
"713","b0714_745935",TRUE,FALSE,TRUE
"714","b0715_747769",FALSE,FALSE,TRUE
"715","b0716_748982",TRUE,FALSE,TRUE
"716","b0717_749707",TRUE,FALSE,TRUE
"717","b0718_752169",TRUE,FALSE,TRUE
"718","b0719_752795",TRUE,FALSE,TRUE
"719","b0720_754468",TRUE,FALSE,TRUE
"720","b0721_755177",TRUE,FALSE,TRUE
"721","b0722_755560",FALSE,TRUE,TRUE
"722","b0723_755907",TRUE,FALSE,TRUE
"723","b0724_757689",TRUE,TRUE,TRUE
"724","b0726_758706",TRUE,FALSE,TRUE
"725","b0727_761522",TRUE,FALSE,TRUE
"726","b0728_763014",TRUE,FALSE,TRUE
"727","b0729_764180",TRUE,TRUE,TRUE
"728","b0730_765875",TRUE,TRUE,TRUE
"729","b0731_765984",FALSE,TRUE,TRUE
"730","b0732_767978",TRUE,FALSE,TRUE
"731","b0733_771458",TRUE,FALSE,TRUE
"732","b0734_773042",TRUE,FALSE,TRUE
"733","b4515_774196",TRUE,FALSE,TRUE
"734","b0735_774309",FALSE,FALSE,TRUE
"735","b0736_774752",TRUE,TRUE,TRUE
"736","b0737_775153",FALSE,FALSE,TRUE
"737","b0738_775849",TRUE,FALSE,TRUE
"738","b0739_776342",TRUE,FALSE,TRUE
"739","b0740_777740",TRUE,FALSE,TRUE
"740","b0741_779067",TRUE,FALSE,TRUE
"741","b0742_779598",TRUE,FALSE,TRUE
"742","b0750_782085",TRUE,FALSE,TRUE
"743","b0751_783166",TRUE,FALSE,TRUE
"744","b0752_784823",TRUE,FALSE,TRUE
"745","b0753_785317",TRUE,FALSE,TRUE
"746","b0754_785633",TRUE,FALSE,TRUE
"747","b0755_787595",TRUE,TRUE,TRUE
"748","b0756_788837",TRUE,FALSE,TRUE
"749","b0757_789979",TRUE,TRUE,TRUE
"750","b0758_791029",TRUE,FALSE,TRUE
"751","b0759_792055",TRUE,FALSE,TRUE
"752","b0760_793788",TRUE,FALSE,TRUE
"753","b0761_794644",FALSE,FALSE,TRUE
"754","b0762_794773",TRUE,FALSE,TRUE
"755","b0763_795089",TRUE,FALSE,TRUE
"756","b0764_795862",FALSE,FALSE,FALSE
"757","b0765_796554",FALSE,FALSE,FALSE
"758","b0766_798431",TRUE,FALSE,TRUE
"759","b0767_798586",TRUE,TRUE,TRUE
"760","b0768_800575",TRUE,TRUE,TRUE
"761","b0769_800759",FALSE,FALSE,TRUE
"762","b0770_801887",TRUE,FALSE,TRUE
"763","b0771_803503",TRUE,FALSE,TRUE
"764","b0772_807281",TRUE,FALSE,TRUE
"765","b0773_807909",TRUE,FALSE,TRUE
"766","b0774_809257",FALSE,FALSE,TRUE
"767","b0775_809344",TRUE,FALSE,TRUE
"768","b0776_810381",FALSE,FALSE,FALSE
"769","b0777_811522",FALSE,FALSE,FALSE
"770","b0778_812270",TRUE,TRUE,TRUE
"771","b0779_813526",TRUE,FALSE,TRUE
"772","b0780_816647",FALSE,FALSE,TRUE
"773","b0781_817044",TRUE,FALSE,TRUE
"774","b0782_818055",TRUE,TRUE,TRUE
"775","b0783_818570",TRUE,FALSE,TRUE
"776","b0784_819048",TRUE,TRUE,TRUE
"777","b0785_819295",FALSE,FALSE,TRUE
"778","b0786_819884",TRUE,FALSE,TRUE
"779","b0787_820793",TRUE,FALSE,TRUE
"780","b0788_822498",FALSE,FALSE,TRUE
"781","b0789_823739",TRUE,FALSE,TRUE
"782","b0790_824497",FALSE,TRUE,TRUE
"783","b0791_824630",TRUE,FALSE,TRUE
"784","b0792_826108",TRUE,TRUE,TRUE
"785","b0793_827252",TRUE,FALSE,TRUE
"786","b0794_828981",FALSE,FALSE,TRUE
"787","b0795_829972",TRUE,FALSE,TRUE
"788","b0796_830643",FALSE,FALSE,TRUE
"789","b0797_830872",FALSE,FALSE,FALSE
"790","b0798_832950",FALSE,TRUE,TRUE
"791","b0799_833070",FALSE,FALSE,FALSE
"792","b0800_835248",TRUE,FALSE,TRUE
"793","b0801_836351",TRUE,FALSE,TRUE
"794","b0802_837925",TRUE,FALSE,TRUE
"795","b0803_838456",TRUE,FALSE,TRUE
"796","b0804_839207",FALSE,TRUE,TRUE
"797","b0805_841531",TRUE,FALSE,TRUE
"798","b0806_842056",FALSE,FALSE,TRUE
"799","b0807_842332",FALSE,FALSE,TRUE
"800","b0808_845480",TRUE,TRUE,TRUE
"801","b0809_846463",FALSE,FALSE,TRUE
"802","b0810_847119",TRUE,FALSE,TRUE
"803","b0811_848004",TRUE,FALSE,TRUE
"804","b0812_848911",TRUE,TRUE,TRUE
"805","b0813_850097",TRUE,FALSE,TRUE
"806","b0814_850450",TRUE,FALSE,TRUE
"807","b0815_852597",FALSE,FALSE,TRUE
"808","b4705_852997",TRUE,FALSE,TRUE
"809","b0817_853183",TRUE,TRUE,TRUE
"810","b0818_853647",FALSE,FALSE,FALSE
"811","b0819_855744",FALSE,FALSE,TRUE
"812","b0820_855963",TRUE,FALSE,TRUE
"813","b0821_859061",TRUE,FALSE,TRUE
"814","b0822_860028",TRUE,FALSE,TRUE
"815","b0823_862606",TRUE,FALSE,TRUE
"816","b0824_863511",TRUE,FALSE,TRUE
"817","b0825_863642",TRUE,FALSE,TRUE
"818","b0826_865129",FALSE,FALSE,TRUE
"819","b0827_866364",TRUE,FALSE,TRUE
"820","b0828_866568",FALSE,TRUE,TRUE
"821","b0829_867520",FALSE,FALSE,TRUE
"822","b0830_869411",TRUE,FALSE,TRUE
"823","b0831_870967",TRUE,FALSE,TRUE
"824","b0832_871890",TRUE,TRUE,TRUE
"825","b0833_872979",TRUE,FALSE,TRUE
"826","b0834_875335",TRUE,FALSE,TRUE
"827","b0835_878035",TRUE,FALSE,TRUE
"828","b0836_878248",TRUE,TRUE,TRUE
"829","b0837_878742",TRUE,FALSE,TRUE
"830","b0838_880480",TRUE,TRUE,TRUE
"831","b0839_880727",FALSE,FALSE,TRUE
"832","b0840_882734",TRUE,FALSE,TRUE
"833","b0841_883388",TRUE,TRUE,TRUE
"834","b0842_883673",TRUE,FALSE,TRUE
"835","b0843_885230",TRUE,FALSE,TRUE
"836","b0844_886131",TRUE,TRUE,TRUE
"837","b0845_887339",FALSE,TRUE,TRUE
"838","b0846_887423",TRUE,TRUE,TRUE
"839","b0847_889819",FALSE,TRUE,TRUE
"840","b0848_890089",TRUE,FALSE,TRUE
"841","b0849_890753",TRUE,FALSE,TRUE
"842","b0850_890913",TRUE,FALSE,TRUE
"843","b0851_891184",TRUE,FALSE,TRUE
"844","b0852_891967",TRUE,FALSE,TRUE
"845","b0853_892957",TRUE,TRUE,TRUE
"846","b0854_893784",FALSE,TRUE,TRUE
"847","b0855_894991",TRUE,FALSE,TRUE
"848","b0856_896134",TRUE,FALSE,TRUE
"849","b0857_897084",TRUE,FALSE,TRUE
"850","b0858_897989",FALSE,TRUE,TRUE
"851","b0859_898518",FALSE,FALSE,TRUE
"852","b0860_900575",TRUE,FALSE,TRUE
"853","b0861_901534",FALSE,FALSE,TRUE
"854","b0862_902250",TRUE,FALSE,TRUE
"855","b0863_902988",TRUE,FALSE,TRUE
"856","b0864_903734",FALSE,TRUE,TRUE
"857","b0865_904467",TRUE,TRUE,TRUE
"858","b0866_904593",TRUE,TRUE,TRUE
"859","b0867_904913",FALSE,FALSE,TRUE
"860","b0868_906753",TRUE,TRUE,TRUE
"861","b0869_908282",FALSE,FALSE,FALSE
"862","b0870_909294",TRUE,FALSE,TRUE
"863","b0871_911049",TRUE,FALSE,TRUE
"864","b0872_912150",TRUE,FALSE,TRUE
"865","b0873_913814",TRUE,FALSE,TRUE
"866","b0874_914857",TRUE,FALSE,TRUE
"867","b0875_916047",TRUE,FALSE,TRUE
"868","b0876_916473",TRUE,TRUE,TRUE
"869","b0877_919120",FALSE,TRUE,TRUE
"870","b0878_919235",TRUE,TRUE,TRUE
"871","b0879_920347",FALSE,FALSE,TRUE
"872","b0880_922590",TRUE,FALSE,TRUE
"873","b0881_922913",TRUE,FALSE,TRUE
"874","b0882_923264",TRUE,TRUE,TRUE
"875","b0884_926443",TRUE,FALSE,TRUE
"876","b0885_927432",TRUE,FALSE,TRUE
"877","b0886_929195",TRUE,FALSE,TRUE
"878","b0887_930962",TRUE,FALSE,TRUE
"879","b0888_932050",TRUE,FALSE,TRUE
"880","b0889_932595",TRUE,FALSE,TRUE
"881","b0890_933224",FALSE,FALSE,TRUE
"882","b0891_937372",TRUE,TRUE,TRUE
"883","b0892_937994",TRUE,FALSE,TRUE
"884","b0893_939428",TRUE,TRUE,TRUE
"885","b0894_940959",TRUE,TRUE,TRUE
"886","b0895_943414",TRUE,FALSE,TRUE
"887","b0896_944033",TRUE,FALSE,TRUE
"888","b0897_945557",TRUE,FALSE,TRUE
"889","b0898_945871",FALSE,FALSE,TRUE
"890","b0899_947229",TRUE,FALSE,TRUE
"891","b0900_949568",TRUE,TRUE,TRUE
"892","b0901_949668",TRUE,TRUE,TRUE
"893","b0902_951080",TRUE,FALSE,TRUE
"894","b0903_953554",TRUE,FALSE,TRUE
"895","b0904_954466",TRUE,FALSE,TRUE
"896","b0905_956632",FALSE,FALSE,TRUE
"897","b0906_956762",TRUE,FALSE,TRUE
"898","b0907_957653",TRUE,TRUE,TRUE
"899","b0908_958812",TRUE,FALSE,TRUE
"900","b0909_960264",TRUE,FALSE,TRUE
"901","b0910_961201",TRUE,FALSE,TRUE
"902","b0911_961995",FALSE,FALSE,TRUE
"903","b0912_963828",TRUE,FALSE,TRUE
"904","b0913_964320",FALSE,FALSE,TRUE
"905","b0914_966621",TRUE,FALSE,TRUE
"906","b0915_968366",FALSE,FALSE,FALSE
"907","b0916_969389",FALSE,FALSE,FALSE
"908","b0917_970673",TRUE,FALSE,TRUE
"909","b0918_970852",FALSE,FALSE,TRUE
"910","b0919_971752",TRUE,FALSE,TRUE
"911","b0920_973401",TRUE,FALSE,TRUE
"912","b0921_973537",TRUE,TRUE,TRUE
"913","b0922_974319",TRUE,FALSE,TRUE
"914","b0923_975622",TRUE,FALSE,TRUE
"915","b0924_976326",TRUE,FALSE,TRUE
"916","b0925_981047",TRUE,FALSE,TRUE
"917","b0926_983075",TRUE,FALSE,TRUE
"918","b0927_983650",TRUE,FALSE,TRUE
"919","b0928_985709",FALSE,TRUE,TRUE
"920","b0929_986982",TRUE,FALSE,TRUE
"921","b0930_988985",TRUE,FALSE,TRUE
"922","b0931_990356",FALSE,FALSE,TRUE
"923","b0932_990622",FALSE,FALSE,TRUE
"924","b0933_994044",TRUE,FALSE,TRUE
"925","b0934_994832",TRUE,FALSE,TRUE
"926","b0935_995988",TRUE,FALSE,TRUE
"927","b0936_996944",FALSE,FALSE,TRUE
"928","b0937_997512",TRUE,TRUE,TRUE
"929","b0938_997868",TRUE,TRUE,TRUE
"930","b0939_998490",TRUE,FALSE,TRUE
"931","b0940_999216",TRUE,FALSE,TRUE
"932","b0941_1001807",FALSE,TRUE,TRUE
"933","b0942_1002889",TRUE,FALSE,TRUE
"934","b0943_1003439",TRUE,FALSE,TRUE
"935","b0944_1003947",FALSE,TRUE,TRUE
"936","b0945_1004768",FALSE,TRUE,TRUE
"937","b0946_1005952",FALSE,FALSE,TRUE
"938","b0947_1007600",TRUE,TRUE,TRUE
"939","b0948_1007844",TRUE,FALSE,TRUE
"940","b0949_1009964",TRUE,FALSE,TRUE
"941","b0950_1012001",TRUE,FALSE,TRUE
"942","b0951_1013259",TRUE,TRUE,TRUE
"943","b0952_1014896",TRUE,FALSE,TRUE
"944","b0953_1015715",TRUE,FALSE,TRUE
"945","b0954_1016470",TRUE,FALSE,TRUE
"946","b0955_1018299",TRUE,TRUE,TRUE
"947","b0956_1018485",TRUE,TRUE,TRUE
"948","b0957_1020053",TRUE,FALSE,TRUE
"949","b0958_1020919",TRUE,FALSE,TRUE
"950","b0959_1021138",FALSE,FALSE,TRUE
"951","b0960_1023883",FALSE,FALSE,TRUE
"952","b0961_1024348",TRUE,FALSE,TRUE
"953","b0962_1024471",TRUE,FALSE,TRUE
"954","b0963_1027015",TRUE,FALSE,TRUE
"955","b0964_1027773",FALSE,FALSE,TRUE
"956","b0965_1027946",TRUE,FALSE,TRUE
"957","b0966_1028721",TRUE,TRUE,TRUE
"958","b0967_1029969",TRUE,TRUE,TRUE
"959","b0968_1030064",TRUE,FALSE,TRUE
"960","b0969_1030668",TRUE,FALSE,TRUE
"961","b0970_1031418",TRUE,FALSE,TRUE
"962","b0972_1032139",TRUE,FALSE,TRUE
"963","b0973_1033254",TRUE,TRUE,TRUE
"964","b0974_1035066",TRUE,FALSE,TRUE
"965","b0975_1035770",TRUE,FALSE,TRUE
"966","b0976_1036354",TRUE,FALSE,TRUE
"967","b0977_1036749",FALSE,FALSE,TRUE
"968","b0978_1037740",TRUE,FALSE,TRUE
"969","b0979_1039296",TRUE,FALSE,TRUE
"970","b4592_1040445",TRUE,FALSE,TRUE
"971","b0980_1040617",FALSE,TRUE,TRUE
"972","b0981_1044210",FALSE,TRUE,TRUE
"973","b0982_1044676",FALSE,TRUE,TRUE
"974","b0983_1045803",TRUE,FALSE,TRUE
"975","b0984_1047945",TRUE,FALSE,TRUE
"976","b0985_1048691",FALSE,FALSE,TRUE
"977","b0986_1049332",FALSE,FALSE,FALSE
"978","b0987_1049744",TRUE,FALSE,TRUE
"979","b4516_1049833",FALSE,FALSE,FALSE
"980","b0988_1050027",FALSE,FALSE,FALSE
"981","b0989_1051175",FALSE,FALSE,TRUE
"982","b0990_1051461",TRUE,TRUE,TRUE
"983","b0991_1051847",FALSE,FALSE,TRUE
"984","b4517_1052067",TRUE,FALSE,TRUE
"985","b0992_1053362",TRUE,FALSE,TRUE
"986","b0993_1056178",FALSE,FALSE,TRUE
"987","b0994_1056261",FALSE,FALSE,TRUE
"988","b0995_1057954",TRUE,FALSE,TRUE
"989","b0996_1058084",TRUE,FALSE,TRUE
"990","b0997_1059256",TRUE,FALSE,TRUE
"991","b0998_1061799",FALSE,FALSE,FALSE
"992","b0999_1062855",TRUE,FALSE,TRUE
"993","b1000_1063775",TRUE,FALSE,TRUE
"994","b1001_1064036",FALSE,TRUE,TRUE
"995","b1002_1065585",TRUE,FALSE,TRUE
"996","b1003_1067091",TRUE,FALSE,TRUE
"997","b1004_1067708",TRUE,FALSE,TRUE
"998","b4518_1068081",TRUE,FALSE,TRUE
"999","b1006_1069839",TRUE,FALSE,TRUE
"1000","b1007_1070354",TRUE,FALSE,TRUE
"1001","b1008_1070955",TRUE,TRUE,TRUE
"1002","b1009_1071765",FALSE,FALSE,TRUE
"1003","b1010_1072159",TRUE,FALSE,TRUE
"1004","b1011_1072863",FALSE,FALSE,TRUE
"1005","b1012_1074011",FALSE,TRUE,TRUE
"1006","b1013_1074242",TRUE,FALSE,TRUE
"1007","b1014_1078882",TRUE,FALSE,TRUE
"1008","b1015_1079305",TRUE,FALSE,TRUE
"1009","b4490_1081356",FALSE,FALSE,TRUE
"1010","b4490_1081460",FALSE,FALSE,TRUE
"1011","b1018_1082243",TRUE,FALSE,TRUE
"1012","b1019_1083376",TRUE,TRUE,TRUE
"1013","b1020_1084992",TRUE,FALSE,TRUE
"1014","b1021_1086519",TRUE,TRUE,TRUE
"1015","b1022_1087846",TRUE,TRUE,TRUE
"1016","b1023_1089857",TRUE,FALSE,TRUE
"1017","b1024_1092289",TRUE,FALSE,TRUE
"1018","b1025_1092876",TRUE,FALSE,TRUE
"1019","b1026_1095141",FALSE,FALSE,FALSE
"1020","b1027_1095437",FALSE,FALSE,FALSE
"1021","b1028_1095505",FALSE,FALSE,TRUE
"1022","b1029_1095843",TRUE,TRUE,TRUE
"1023","b1033_1097886",TRUE,FALSE,TRUE
"1024","b1034_1098879",FALSE,TRUE,TRUE
"1025","b1035_1099640",TRUE,FALSE,TRUE
"1026","b1036_1100296",FALSE,FALSE,FALSE
"1027","b1037_1101684",TRUE,FALSE,TRUE
"1028","b1038_1102127",TRUE,FALSE,TRUE
"1029","b1039_1102541",FALSE,FALSE,TRUE
"1030","b1040_1103196",FALSE,FALSE,TRUE
"1031","b1041_1103951",TRUE,TRUE,TRUE
"1032","b1042_1104447",TRUE,TRUE,TRUE
"1033","b1043_1104961",TRUE,FALSE,TRUE
"1034","b1044_1105414",FALSE,TRUE,TRUE
"1035","b1045_1105820",TRUE,FALSE,TRUE
"1036","b1046_1106355",FALSE,FALSE,TRUE
"1037","b1047_1108941",TRUE,TRUE,TRUE
"1038","b1048_1109335",TRUE,FALSE,TRUE
"1039","b1049_1110863",TRUE,FALSE,TRUE
"1040","b1050_1113579",TRUE,FALSE,TRUE
"1041","b1051_1114181",TRUE,FALSE,TRUE
"1042","b1053_1115490",FALSE,FALSE,FALSE
"1043","b1054_1116582",TRUE,TRUE,TRUE
"1044","b1055_1116807",FALSE,FALSE,FALSE
"1045","b1056_1118476",TRUE,FALSE,TRUE
"1046","b1057_1119046",FALSE,FALSE,TRUE
"1047","b1058_1119447",FALSE,TRUE,TRUE
"1048","b1059_1120586",TRUE,FALSE,TRUE
"1049","b1060_1120955",TRUE,TRUE,TRUE
"1050","b1061_1121487",TRUE,FALSE,TRUE
"1051","b1062_1122607",TRUE,FALSE,TRUE
"1052","b1063_1123273",TRUE,FALSE,TRUE
"1053","b1064_1124054",TRUE,FALSE,TRUE
"1054","b1065_1125326",TRUE,TRUE,TRUE
"1055","b1066_1125562",TRUE,FALSE,TRUE
"1056","b1067_1126157",FALSE,FALSE,TRUE
"1057","b1068_1126806",TRUE,FALSE,TRUE
"1058","b1069_1127839",TRUE,FALSE,TRUE
"1059","b1070_1129830",FALSE,FALSE,TRUE
"1060","b1071_1130128",TRUE,FALSE,TRUE
"1061","b1072_1130863",TRUE,FALSE,TRUE
"1062","b1073_1131018",TRUE,FALSE,TRUE
"1063","b1074_1131438",TRUE,FALSE,TRUE
"1064","b1075_1131854",TRUE,FALSE,TRUE
"1065","b1076_1132574",TRUE,FALSE,TRUE
"1066","b1077_1133802",TRUE,TRUE,TRUE
"1067","b1078_1134729",TRUE,TRUE,TRUE
"1068","b1079_1135564",FALSE,FALSE,TRUE
"1069","b1080_1136274",TRUE,FALSE,TRUE
"1070","b1081_1137371",TRUE,FALSE,TRUE
"1071","b1082_1138378",TRUE,FALSE,TRUE
"1072","b1083_1140033",TRUE,FALSE,TRUE
"1073","b1084_1144367",TRUE,FALSE,TRUE
"1074","b1085_1144502",FALSE,FALSE,TRUE
"1075","b1086_1144940",FALSE,FALSE,TRUE
"1076","b1087_1146595",FALSE,FALSE,TRUE
"1077","b1088_1146794",FALSE,FALSE,TRUE
"1078","b1089_1147367",TRUE,FALSE,TRUE
"1079","b1090_1147621",FALSE,FALSE,TRUE
"1080","b1091_1148759",TRUE,TRUE,TRUE
"1081","b1092_1149728",TRUE,FALSE,TRUE
"1082","b1093_1150670",TRUE,FALSE,TRUE
"1083","b1094_1151615",TRUE,FALSE,TRUE
"1084","b1095_1151939",TRUE,FALSE,TRUE
"1085","b1096_1153300",TRUE,FALSE,TRUE
"1086","b1097_1154112",FALSE,TRUE,TRUE
"1087","b1098_1155124",TRUE,TRUE,TRUE
"1088","b1099_1155762",FALSE,FALSE,TRUE
"1089","b1100_1156777",TRUE,FALSE,TRUE
"1090","b1101_1157869",TRUE,FALSE,TRUE
"1091","b1102_1161551",FALSE,TRUE,TRUE
"1092","b1103_1161885",TRUE,FALSE,TRUE
"1093","b1104_1162247",TRUE,FALSE,TRUE
"1094","b1105_1162638",TRUE,TRUE,TRUE
"1095","b1106_1163260",FALSE,FALSE,TRUE
"1096","b1107_1164095",TRUE,FALSE,TRUE
"1097","b1108_1165143",TRUE,FALSE,TRUE
"1098","b1109_1166085",TRUE,FALSE,TRUE
"1099","b1110_1167599",TRUE,FALSE,TRUE
"1100","b1111_1168832",FALSE,FALSE,TRUE
"1101","b1112_1169073",TRUE,FALSE,TRUE
"1102","b1113_1170374",TRUE,FALSE,TRUE
"1103","b1114_1173964",FALSE,FALSE,TRUE
"1104","b1115_1175165",TRUE,FALSE,TRUE
