name,TIS_type,min_DG,gene
seq_b1178,annotated,-3.60793,seq_b1178
seq_b1179,annotated,-1.126985,seq_b1179
seq_b1179_22,alternative,-0.359835,b1179
seq_b1179_23,alternative,-0.359835,b1179
seq_b1180,annotated,-5.657605,seq_b1180
seq_b1181,annotated,-1.9320600000000001,seq_b1181
seq_b1181_85,alternative,-1.126985,b1181
seq_b1181_97,alternative,-4.638425,b1181
seq_b1182,annotated,-3.60793,seq_b1182
seq_b1183,annotated,-0.784380000000001,seq_b1183
seq_b1183_21,alternative,-0.784380000000001,b1183
seq_b1184,annotated,-0.784380000000001,seq_b1184
seq_b1184_80,alternative,-1.9320600000000001,b1184
seq_b1185,annotated,-3.656465,seq_b1185
seq_b1185_138,alternative,-0.272315000000003,b1185
seq_b1186,annotated,-3.656465,seq_b1186
seq_b1186_23,alternative,-3.656465,b1186
seq_b1187,annotated,-2.70311,seq_b1187
seq_b1188,annotated,-3.60793,seq_b1188
seq_b1188_3,alternative,-3.60793,b1188
seq_b1188_62,alternative,-1.06957,b1188
seq_b1189,annotated,-3.60793,seq_b1189
seq_b1190,annotated,-3.60823,seq_b1190
seq_b1191,annotated,-4.59019,seq_b1191
seq_b1192,annotated,-4.707225,seq_b1192
seq_b1193,annotated,-2.68108,seq_b1193
seq_b1194,annotated,-4.59019,seq_b1194
seq_b1194_23,alternative,-3.60793,b1194
seq_b1195,annotated,-4.68222,seq_b1195
seq_b1196,annotated,0,seq_b1196
seq_b1197,annotated,-3.60793,seq_b1197
seq_b1198,annotated,-4.707225,seq_b1198
seq_b1198_9,alternative,-0.359835,b1198
seq_b1199,annotated,-3.60793,seq_b1199
seq_b1200,annotated,-5.24147,seq_b1200
seq_b1201,annotated,-4.21907,seq_b1201
seq_b1202,annotated,-4.59019,seq_b1202
seq_b1202_23,alternative,-5.13192,b1202
seq_b1203,annotated,-1.9320600000000001,seq_b1203
seq_b1204,annotated,-2.68108,seq_b1204
seq_b1205,annotated,-6.856025,seq_b1205
seq_b1206,annotated,-1.06957,seq_b1206
seq_b1206_39,alternative,-0.272315000000003,b1206
seq_b1206_40,alternative,-0.272315000000003,b1206
seq_b1207,annotated,-3.60793,seq_b1207
seq_b1208,annotated,-2.70311,seq_b1208
seq_b1208_7,alternative,-2.70311,b1208
seq_b1209,annotated,-2.68108,seq_b1209
seq_b1210,annotated,-0.918485,seq_b1210
seq_b1211,annotated,-1.9320600000000001,seq_b1211
seq_b1212,annotated,-4.707225,seq_b1212
seq_b1212_36,alternative,-2.70311,b1212
seq_b1213,annotated,0,seq_b1213
seq_b1213_40,alternative,0,b1213
seq_b1214,annotated,-4.467295,seq_b1214
seq_b1214_2,alternative,-1.06957,b1214
seq_b1215,annotated,-0.784380000000001,seq_b1215
seq_b1216,annotated,-4.21907,seq_b1216
seq_b1216_21,alternative,-1.06957,b1216
seq_b1217,annotated,-4.59019,seq_b1217
seq_b1218,annotated,-5.13192,seq_b1218
seq_b1218_10,alternative,-1.06957,b1218
seq_b1219,annotated,-4.59019,seq_b1219
seq_b1220,annotated,-1.99672,seq_b1220
seq_b1221,annotated,-3.60793,seq_b1221
seq_b1222,annotated,-3.60823,seq_b1222
seq_b1223,annotated,-3.60793,seq_b1223
seq_b1223_2,alternative,-0.247160000000001,b1223
seq_b1223_28,alternative,-1.9320600000000001,b1223
seq_b1224,annotated,-3.60793,seq_b1224
seq_b1224_103,alternative,0,b1224
seq_b1224_108,alternative,0,b1224
seq_b1225,annotated,-3.60793,seq_b1225
seq_b1226,annotated,-3.60793,seq_b1226
seq_b1227,annotated,-8.752725,seq_b1227
seq_b1229,annotated,-5.657605,seq_b1229
seq_b1232,annotated,-0.784380000000001,seq_b1232
seq_b1232_130,alternative,0,b1232
seq_b1233,annotated,-3.60793,seq_b1233
seq_b1234,annotated,-6.7566,seq_b1234
seq_b1234_115,alternative,-6.20621,b1234
seq_b1235,annotated,-5.273165,seq_b1235
seq_b1236,annotated,-3.60793,seq_b1236
seq_b1236_65,alternative,0,b1236
seq_b1237,annotated,-0.359835,seq_b1237
seq_b1238,annotated,-4.68222,seq_b1238
seq_b1241,annotated,-3.60793,seq_b1241
seq_b1242,annotated,-3.60793,seq_b1242
seq_b1243,annotated,-5.943625,seq_b1243
seq_b1243_147,alternative,-2.914135,b1243
seq_b1243_149,alternative,-2.914135,b1243
seq_b1244,annotated,-1.85867,seq_b1244
seq_b1245,annotated,-5.24147,seq_b1245
seq_b1246,annotated,-4.59019,seq_b1246
seq_b1247,annotated,-15.68716,seq_b1247
seq_b1248,annotated,-0.784380000000001,seq_b1248
seq_b1249,annotated,-2.68108,seq_b1249
seq_b1249_35,alternative,0,b1249
seq_b1249_43,alternative,0,b1249
seq_b1250,annotated,-3.60793,seq_b1250
seq_b1251,annotated,-4.59019,seq_b1251
seq_b1251_113,alternative,0,b1251
seq_b1251_124,alternative,-0.784380000000001,b1251
seq_b1252,annotated,0,seq_b1252
seq_b1253,annotated,0,seq_b1253
seq_b1254,annotated,-3.095715,seq_b1254
seq_b1255,annotated,-3.60793,seq_b1255
seq_b1256,annotated,-3.60793,seq_b1256
seq_b1257,annotated,-5.50463,seq_b1257
seq_b1258,annotated,-5.24147,seq_b1258
seq_b1258_2,alternative,-5.180155,b1258
seq_b1258_38,alternative,0,b1258
seq_b1259,annotated,-3.60793,seq_b1259
seq_b1260,annotated,-5.657605,seq_b1260
seq_b1261,annotated,-3.60823,seq_b1261
seq_b1262,annotated,-4.68222,seq_b1262
seq_b1263,annotated,-3.60793,seq_b1263
seq_b1264,annotated,-0.359835,seq_b1264
seq_b1265,annotated,-1.85867,seq_b1265
seq_b1266,annotated,-4.638425,seq_b1266
seq_b1266_11,alternative,0,b1266
seq_b1266_33,alternative,-0.359835,b1266
seq_b1267,annotated,-5.943625,seq_b1267
seq_b1268,annotated,-2.70311,seq_b1268
seq_b1269,annotated,-3.60823,seq_b1269
seq_b1269_97,alternative,0,b1269
seq_b1270,annotated,-4.707225,seq_b1270
seq_b1271,annotated,-7.41374,seq_b1271
seq_b1272,annotated,-8.84104,seq_b1272
seq_b1272_22,alternative,-8.84104,b1272
seq_b1273,annotated,-4.59019,seq_b1273
seq_b1274,annotated,-0.784380000000001,seq_b1274
seq_b1275,annotated,-7.02862,seq_b1275
seq_b1276,annotated,-9.295435,seq_b1276
seq_b1277,annotated,-5.24147,seq_b1277
seq_b1278,annotated,-3.60793,seq_b1278
seq_b1279,annotated,-3.656465,seq_b1279
seq_b1280,annotated,-4.707225,seq_b1280
seq_b1281,annotated,-0.784380000000001,seq_b1281
seq_b1282,annotated,-3.60793,seq_b1282
seq_b1283,annotated,-3.60793,seq_b1283
seq_b1284,annotated,0,seq_b1284
seq_b1285,annotated,-8.752725,seq_b1285
seq_b1285_43,alternative,-4.638425,b1285
seq_b1286,annotated,-0.806410000000001,seq_b1286
seq_b1287,annotated,-3.60793,seq_b1287
seq_b1288,annotated,-2.68108,seq_b1288
seq_b1288_44,alternative,0,b1288
seq_b1289,annotated,0,seq_b1289
seq_b1290,annotated,-5.24147,seq_b1290
seq_b1291,annotated,-6.08185,seq_b1291
seq_b1292,annotated,-4.707225,seq_b1292
seq_b1293,annotated,-3.60793,seq_b1293
seq_b1294,annotated,0,seq_b1294
seq_b1295,annotated,-2.833755,seq_b1295
seq_b1295_150,alternative,0,b1295
seq_b1295_54,alternative,0,b1295
seq_b1296,annotated,-6.856025,seq_b1296
seq_b1296_89,alternative,0,b1296
seq_b1297,annotated,-0.784380000000001,seq_b1297
seq_b1297_30,alternative,-2.70311,b1297
seq_b1297_31,alternative,-2.70311,b1297
seq_b1298,annotated,-1.19807,seq_b1298
seq_b1298_26,alternative,-2.70311,b1298
seq_b1299,annotated,-3.60823,seq_b1299
seq_b1299_22,alternative,-3.60823,b1299
seq_b1300,annotated,-4.59019,seq_b1300
seq_b1301,annotated,-8.489565,seq_b1301
seq_b1302,annotated,-0.784380000000001,seq_b1302
seq_b1303,annotated,-5.13192,seq_b1303
seq_b1304,annotated,-5.50463,seq_b1304
seq_b1305,annotated,-4.59019,seq_b1305
seq_b1306,annotated,-11.924255,seq_b1306
seq_b1307,annotated,-6.43178,seq_b1307
seq_b1307_2,alternative,-0.247160000000001,b1307
seq_b1308,annotated,-2.68108,seq_b1308
seq_b1309,annotated,-1.99672,seq_b1309
seq_b1309_149,alternative,0,b1309
seq_b1309_55,alternative,-2.70311,b1309
seq_b1310,annotated,-3.60823,seq_b1310
seq_b1310_10,alternative,-5.41711,b1310
seq_b1311,annotated,-4.707225,seq_b1311
seq_b1311_10,alternative,-2.68108,b1311
seq_b1312,annotated,-1.9320600000000001,seq_b1312
seq_b1313,annotated,-4.59019,seq_b1313
seq_b1314,annotated,-4.707225,seq_b1314
seq_b1315,annotated,-3.60793,seq_b1315
seq_b1316,annotated,-3.120075,seq_b1316
seq_b1316_8,alternative,-3.120075,b1316
seq_b1317,annotated,-8.752725,seq_b1317
seq_b1317_2,alternative,-6.254445,b1317
seq_b1319,annotated,-3.60823,seq_b1319
seq_b1320,annotated,-3.60793,seq_b1320
seq_b1321,annotated,-2.68108,seq_b1321
seq_b1322,annotated,-3.60793,seq_b1322
seq_b1322_11,alternative,-3.60793,b1322
seq_b1323,annotated,-1.9320600000000001,seq_b1323
seq_b1324,annotated,-3.60823,seq_b1324
seq_b1325,annotated,-4.59019,seq_b1325
seq_b1326,annotated,-0.359835,seq_b1326
seq_b1327,annotated,-6.43178,seq_b1327
seq_b1328,annotated,-5.24147,seq_b1328
seq_b1329,annotated,-5.943625,seq_b1329
seq_b1330,annotated,-10.928975,seq_b1330
seq_b1331,annotated,0,seq_b1331
seq_b1332,annotated,-2.68108,seq_b1332
seq_b1333,annotated,-3.60793,seq_b1333
seq_b1334,annotated,-0.359835,seq_b1334
seq_b1335,annotated,-0.359835,seq_b1335
seq_b1336,annotated,-7.530775,seq_b1336
seq_b1336_8,alternative,0,b1336
seq_b1337,annotated,-3.60793,seq_b1337
seq_b1338,annotated,-3.656465,seq_b1338
seq_b1339,annotated,0,seq_b1339
seq_b1340,annotated,-8.752725,seq_b1340
seq_b1341,annotated,-2.729315,seq_b1341
seq_b1342,annotated,-8.489565,seq_b1342
seq_b1342_3,alternative,-1.06957,b1342
seq_b1343,annotated,-0.359835,seq_b1343
seq_b1344,annotated,-1.19807,seq_b1344
seq_b1345,annotated,0,seq_b1345
seq_b1345_88,alternative,-6.43178,b1345
seq_b1346,annotated,-3.60793,seq_b1346
seq_b1347,annotated,-8.489565,seq_b1347
seq_b1348,annotated,-0.359835,seq_b1348
seq_b1348_100,alternative,-2.68108,b1348
seq_b1349,annotated,-4.707225,seq_b1349
seq_b1349_69,alternative,-3.656465,b1349
seq_b1349_98,alternative,0,b1349
seq_b1350,annotated,-3.60793,seq_b1350
seq_b1351,annotated,-3.60793,seq_b1351
seq_b1352,annotated,-5.24147,seq_b1352
seq_b1353,annotated,-0.359835,seq_b1353
seq_b1355,annotated,-5.273165,seq_b1355
seq_b1356,annotated,-3.60793,seq_b1356
seq_b1356_10,alternative,-3.22379,b1356
seq_b1357,annotated,-5.24147,seq_b1357
seq_b1357_9,alternative,-2.97868,b1357
seq_b1358,annotated,-3.60793,seq_b1358
seq_b1359,annotated,0,seq_b1359
seq_b1360,annotated,-6.08185,seq_b1360
seq_b1361,annotated,-3.60793,seq_b1361
seq_b1361_66,alternative,-3.60793,b1361
seq_b1362,annotated,0,seq_b1362
seq_b1363,annotated,0,seq_b1363
seq_b1365,annotated,-0.784380000000001,seq_b1365
seq_b1365_150,alternative,-2.70311,b1365
seq_b1366,annotated,-1.126985,seq_b1366
seq_b1368,annotated,-4.59019,seq_b1368
seq_b1368_74,alternative,-5.24147,b1368
seq_b1370,annotated,-5.943625,seq_b1370
seq_b1370_151,alternative,-0.359835,b1370
seq_b1372,annotated,-7.181295,seq_b1372
seq_b1373,annotated,-3.60793,seq_b1373
seq_b1374,annotated,-0.359835,seq_b1374
seq_b1375,annotated,-4.707225,seq_b1375
seq_b1376,annotated,-6.856025,seq_b1376
seq_b1377,annotated,-2.68108,seq_b1377
seq_b1378,annotated,-1.85867,seq_b1378
seq_b1379,annotated,-0.359835,seq_b1379
seq_b1380,annotated,-5.24147,seq_b1380
seq_b1381,annotated,-2.68108,seq_b1381
seq_b1382,annotated,-6.43178,seq_b1382
seq_b1383,annotated,-3.60793,seq_b1383
seq_b1383_67,alternative,-2.914135,b1383
seq_b1384,annotated,-0.359835,seq_b1384
seq_b1385,annotated,-3.60823,seq_b1385
seq_b1385_28,alternative,-1.883825,b1385
seq_b1385_30,alternative,-1.883825,b1385
seq_b1386,annotated,-3.60793,seq_b1386
seq_b1387,annotated,-5.24147,seq_b1387
seq_b1388,annotated,-2.70311,seq_b1388
seq_b1388_88,alternative,-2.70311,b1388
seq_b1389,annotated,-3.60793,seq_b1389
seq_b1389_9,alternative,-0.784380000000001,b1389
seq_b1390,annotated,-3.60793,seq_b1390
seq_b1391,annotated,-6.04734,seq_b1391
seq_b1391_133,alternative,-0.806410000000001,b1391
seq_b1392,annotated,-5.50463,seq_b1392
seq_b1393,annotated,-4.730455,seq_b1393
seq_b1394,annotated,-2.68108,seq_b1394
seq_b1395,annotated,-5.657605,seq_b1395
seq_b1396,annotated,-5.24147,seq_b1396
seq_b1397,annotated,-3.60793,seq_b1397
seq_b1397_150,alternative,-5.474525,b1397
seq_b1398,annotated,-0.359835,seq_b1398
seq_b1399,annotated,0,seq_b1399
seq_b1400,annotated,-6.856025,seq_b1400
seq_b1400_23,alternative,-6.856025,b1400
seq_b1402,annotated,-2.70311,seq_b1402
seq_b1403,annotated,-5.24147,seq_b1403
seq_b1404,annotated,-6.856025,seq_b1404
seq_b1406,annotated,-1.85867,seq_b1406
seq_b1407,annotated,-5.24147,seq_b1407
seq_b1408,annotated,-2.68108,seq_b1408
seq_b1409,annotated,-0.359835,seq_b1409
seq_b1409_112,alternative,-3.60793,b1409
seq_b1410,annotated,-3.60823,seq_b1410
seq_b1411,annotated,-1.99672,seq_b1411
seq_b1412,annotated,-3.60823,seq_b1412
seq_b1413,annotated,0,seq_b1413
seq_b1413_33,alternative,0,b1413
seq_b1413_76,alternative,-2.70311,b1413
seq_b1414,annotated,-9.679875,seq_b1414
seq_b1415,annotated,-4.59019,seq_b1415
seq_b1418,annotated,-3.60823,seq_b1418
seq_b1419,annotated,-8.489565,seq_b1419
seq_b1420,annotated,-3.60793,seq_b1420
seq_b1421,annotated,-2.70311,seq_b1421
seq_b1421_.3,alternative,-10.661835,b1421
seq_b1422,annotated,0,seq_b1422
seq_b1423,annotated,-8.489565,seq_b1423
seq_b1424,annotated,-2.68108,seq_b1424
seq_b1426,annotated,-4.638425,seq_b1426
seq_b1427,annotated,-5.24147,seq_b1427
seq_b1428,annotated,-4.5947,seq_b1428
seq_b1428_2,alternative,-2.833755,b1428
seq_b1429,annotated,-0.359835,seq_b1429
seq_b1430,annotated,-5.50463,seq_b1430
seq_b1431,annotated,-3.60823,seq_b1431
seq_b1432,annotated,-5.180155,seq_b1432
seq_b1433,annotated,-3.60793,seq_b1433
seq_b1434,annotated,-10.661835,seq_b1434
seq_b1434_144,alternative,-1.85867,b1434
seq_b1435,annotated,-2.70311,seq_b1435
seq_b1436,annotated,-0.784380000000001,seq_b1436
seq_b1438,annotated,-0.359835,seq_b1438
seq_b1439,annotated,0,seq_b1439
seq_b1440,annotated,-4.59019,seq_b1440
seq_b1441,annotated,-4.467295,seq_b1441
seq_b1442,annotated,-6.04734,seq_b1442
seq_b1442_22,alternative,-6.04734,b1442
seq_b1443,annotated,-3.60793,seq_b1443
seq_b1444,annotated,-4.707225,seq_b1444
seq_b1445,annotated,-2.70311,seq_b1445
seq_b1445_131,alternative,0,b1445
seq_b1446,annotated,-5.13192,seq_b1446
seq_b1447,annotated,-1.06957,seq_b1447
seq_b1447_140,alternative,0,b1447
seq_b1448,annotated,-3.60793,seq_b1448
seq_b1449,annotated,-3.60793,seq_b1449
seq_b1450,annotated,-4.707225,seq_b1450
seq_b1450_150,alternative,-3.60793,b1450
seq_b1450_41,alternative,-3.656465,b1450
seq_b1451,annotated,-0.806410000000001,seq_b1451
seq_b1452,annotated,-4.638425,seq_b1452
seq_b1453,annotated,-3.60793,seq_b1453
seq_b1454,annotated,-5.181747,seq_b1454
seq_b1455,annotated,-1.8807,seq_b1455
seq_b1455_147,alternative,0,b1455
seq_b1455_59,alternative,0,b1455
seq_b1456,annotated,0,seq_b1456
seq_b1457,annotated,-4.638425,seq_b1457
seq_b1459,annotated,0,seq_b1459
seq_b1459_58,alternative,-4.21907,b1459
seq_b1460,annotated,-3.60793,seq_b1460
seq_b1461,annotated,-3.60793,seq_b1461
seq_b1462,annotated,-3.60793,seq_b1462
seq_b1463,annotated,-3.656465,seq_b1463
seq_b1464,annotated,-3.60793,seq_b1464
seq_b1464_39,alternative,-1.9320600000000001,b1464
seq_b1464_40,alternative,-1.9320600000000001,b1464
seq_b1465,annotated,-6.856025,seq_b1465
seq_b1466,annotated,-7.930315,seq_b1466
seq_b1467,annotated,-6.856025,seq_b1467
seq_b1467_132,alternative,-5.24147,b1467
seq_b1468,annotated,-5.24147,seq_b1468
seq_b1468_9,alternative,-5.24147,b1468
seq_b1469,annotated,-6.43178,seq_b1469
seq_b1471,annotated,0,seq_b1471
seq_b1471_83,alternative,0,b1471
seq_b1472,annotated,-2.68108,seq_b1472
seq_b1472_21,alternative,-2.68108,b1472
seq_b1473,annotated,-0.359835,seq_b1473
seq_b1474,annotated,-6.43178,seq_b1474
seq_b1475,annotated,-6.08185,seq_b1475
seq_b1476,annotated,-8.752725,seq_b1476
seq_b1477,annotated,-0.359835,seq_b1477
seq_b1478,annotated,-9.679875,seq_b1478
seq_b1479,annotated,-0.359835,seq_b1479
seq_b1480,annotated,-7.41374,seq_b1480
seq_b1480_2,alternative,-0.247160000000001,b1480
seq_b1481,annotated,-3.60793,seq_b1481
seq_b1482,annotated,-3.60793,seq_b1482
seq_b1483,annotated,-6.856025,seq_b1483
seq_b1483_.7,alternative,-1.85867,b1483
seq_b1484,annotated,-9.679875,seq_b1484
seq_b1485,annotated,-11.203565,seq_b1485
seq_b1485_.2,alternative,-1.9320600000000001,b1485
seq_b1486,annotated,-0.359835,seq_b1486
seq_b1486_2,alternative,-0.247160000000001,b1486
seq_b1487,annotated,-3.60823,seq_b1487
seq_b1488,annotated,-3.60823,seq_b1488
seq_b1489,annotated,-3.60793,seq_b1489
seq_b1490,annotated,-1.85867,seq_b1490
seq_b1491,annotated,-1.99672,seq_b1491
seq_b1491_89,alternative,-3.19372,b1491
seq_b1492,annotated,-7.97855,seq_b1492
seq_b1493,annotated,-4.59019,seq_b1493
seq_b1494,annotated,0,seq_b1494
seq_b1494_25,alternative,-1.61228,b1494
seq_b1495,annotated,-3.60793,seq_b1495
seq_b1496,annotated,-0.806410000000001,seq_b1496
seq_b1496_107,alternative,0,b1496
seq_b1497,annotated,-0.359835,seq_b1497
seq_b1498,annotated,-6.43178,seq_b1498
seq_b1499,annotated,-3.60793,seq_b1499
seq_b1500,annotated,0,seq_b1500
seq_b1501,annotated,-2.68108,seq_b1501
seq_b1502,annotated,-2.68108,seq_b1502
seq_b1502_119,alternative,-0.832615000000001,b1502
seq_b1503,annotated,-0.359835,seq_b1503
seq_b1503_2,alternative,-1.06957,b1503
seq_b1504,annotated,-3.60823,seq_b1504
seq_b1505,annotated,-1.883825,seq_b1505
seq_b1505_132,alternative,-3.60793,b1505
seq_b1505_133,alternative,-3.60793,b1505
seq_b1506,annotated,0,seq_b1506
seq_b1506_140,alternative,-0.359835,b1506
seq_b1506_142,alternative,-0.359835,b1506
seq_b1507,annotated,-5.24147,seq_b1507
seq_b1508,annotated,-5.41711,seq_b1508
seq_b1511,annotated,-5.50463,seq_b1511
seq_b1512,annotated,-1.883825,seq_b1512
seq_b1512_54,alternative,0,b1512
seq_b1512_8,alternative,0,b1512
seq_b1513,annotated,-8.9057,seq_b1513
seq_b1514,annotated,-6.856025,seq_b1514
seq_b1515,annotated,-6.856025,seq_b1515
seq_b1516,annotated,-2.68108,seq_b1516
seq_b1517,annotated,-3.60793,seq_b1517
seq_b1517_40,alternative,0,b1517
seq_b1518,annotated,-3.60793,seq_b1518
seq_b1519,annotated,-4.638425,seq_b1519
seq_b1520,annotated,0,seq_b1520
seq_b1521,annotated,-3.656465,seq_b1521
seq_b1522,annotated,-2.70311,seq_b1522
seq_b1523,annotated,-1.85867,seq_b1523
seq_b1524,annotated,-4.59019,seq_b1524
seq_b1524_26,alternative,-5.13192,b1524
seq_b1525,annotated,-3.60793,seq_b1525
seq_b1526,annotated,-0.359835,seq_b1526
seq_b1527,annotated,-4.467295,seq_b1527
seq_b1527_116,alternative,-2.68108,b1527
seq_b1527_139,alternative,-1.19807,b1527
seq_b1528,annotated,0,seq_b1528
seq_b1529,annotated,-2.68108,seq_b1529
seq_b1530,annotated,-1.85867,seq_b1530
seq_b1531,annotated,-3.60793,seq_b1531
seq_b1532,annotated,-3.60793,seq_b1532
seq_b1533,annotated,-3.60793,seq_b1533
seq_b1534,annotated,-1.06957,seq_b1534
seq_b1535,annotated,-4.59019,seq_b1535
seq_b1536,annotated,-4.59019,seq_b1536
seq_b1537,annotated,-5.41711,seq_b1537
seq_b1537_46,alternative,-0.359835,b1537
seq_b1538,annotated,-3.60793,seq_b1538
seq_b1539,annotated,-6.43178,seq_b1539
seq_b1540,annotated,0,seq_b1540
seq_b1541,annotated,-3.60793,seq_b1541
seq_b1542,annotated,-4.707225,seq_b1542
seq_b1544,annotated,-4.707225,seq_b1544
seq_b1545,annotated,-0.359835,seq_b1545
seq_b1546,annotated,-3.60793,seq_b1546
seq_b1547,annotated,-2.833755,seq_b1547
seq_b1548,annotated,-5.41711,seq_b1548
seq_b1549,annotated,-2.70311,seq_b1549
seq_b1550,annotated,-6.43178,seq_b1550
seq_b1551,annotated,-5.24147,seq_b1551
seq_b1551_103,alternative,-3.60793,b1551
seq_b1551_53,alternative,-0.806410000000001,b1551
seq_b1552,annotated,-0.784380000000001,seq_b1552
seq_b1553,annotated,-9.61209,seq_b1553
seq_b1554,annotated,0,seq_b1554
seq_b1554_133,alternative,-0.784380000000001,b1554
seq_b1555,annotated,-6.04734,seq_b1555
seq_b1556,annotated,-2.833755,seq_b1556
seq_b1556_23,alternative,-5.50463,b1556
seq_b1557,annotated,-4.707225,seq_b1557
seq_b1558,annotated,-4.707225,seq_b1558
seq_b1559,annotated,-9.56698,seq_b1559
seq_b1560,annotated,-8.489565,seq_b1560
seq_b1560_6,alternative,0,b1560
seq_b1561,annotated,-2.68108,seq_b1561
seq_b1562,annotated,-3.60793,seq_b1562
seq_b1563,annotated,-2.70311,seq_b1563
seq_b1563_56,alternative,-0.832615000000001,b1563
seq_b1564,annotated,-3.60793,seq_b1564
seq_b1565,annotated,0,seq_b1565
seq_b1566,annotated,-3.60793,seq_b1566
seq_b1567,annotated,-8.489565,seq_b1567
seq_b1567_21,alternative,-8.489565,b1567
seq_b1567_39,alternative,-2.70311,b1567
seq_b1567_6,alternative,-5.75411,b1567
seq_b1568,annotated,-2.833755,seq_b1568
seq_b1569,annotated,-0.784380000000001,seq_b1569
seq_b1570,annotated,0,seq_b1570
seq_b1570_27,alternative,-2.70311,b1570
seq_b1571,annotated,-5.657605,seq_b1571
seq_b1572,annotated,-1.126985,seq_b1572
seq_b1573,annotated,-7.530775,seq_b1573
seq_b1575,annotated,-5.50463,seq_b1575
seq_b1575_147,alternative,-3.60793,b1575
seq_b1576,annotated,-2.68108,seq_b1576
seq_b1576_70,alternative,-3.60793,b1576
seq_b1576_72,alternative,-3.60793,b1576
seq_b1577,annotated,-3.60793,seq_b1577
seq_b1578,annotated,-2.70311,seq_b1578
seq_b1579,annotated,-2.833755,seq_b1579
seq_b1579_123,alternative,-3.60793,b1579
seq_b1579_68,alternative,-5.474525,b1579
seq_b1580,annotated,-4.59019,seq_b1580
seq_b1581,annotated,-4.707225,seq_b1581
seq_b1582,annotated,-0.359835,seq_b1582
seq_b1583,annotated,-4.75546,seq_b1583
seq_b1583_114,alternative,0,b1583
seq_b1583_8,alternative,0,b1583
seq_b1584,annotated,-2.68108,seq_b1584
seq_b1585,annotated,-0.806410000000001,seq_b1585
seq_b1585_2,alternative,-3.60793,b1585
seq_b1585_67,alternative,0,b1585
seq_b1586,annotated,-3.60793,seq_b1586
seq_b1587,annotated,-4.638425,seq_b1587
seq_b1588,annotated,-1.883825,seq_b1588
seq_b1589,annotated,-4.59019,seq_b1589
seq_b1590,annotated,-9.679875,seq_b1590
seq_b1591,annotated,-2.68108,seq_b1591
seq_b1592,annotated,-1.06957,seq_b1592
seq_b1593,annotated,-9.615215,seq_b1593
seq_b1594,annotated,-4.638425,seq_b1594
seq_b1595,annotated,0,seq_b1595
seq_b1595_138,alternative,0,b1595
seq_b1596,annotated,-2.68108,seq_b1596
seq_b1597,annotated,-4.68222,seq_b1597
seq_b1598,annotated,-0.359835,seq_b1598
seq_b1599,annotated,-8.489565,seq_b1599
seq_b1600,annotated,-3.60793,seq_b1600
seq_b1601,annotated,-4.730455,seq_b1601
seq_b1602,annotated,-3.724597,seq_b1602
seq_b1603,annotated,-4.75546,seq_b1603
seq_b1603_11,alternative,-4.75546,b1603
seq_b1604,annotated,-2.68108,seq_b1604
seq_b1605,annotated,-2.70311,seq_b1605
seq_b1606,annotated,-3.60793,seq_b1606
seq_b1607,annotated,-2.70311,seq_b1607
seq_b1608,annotated,0,seq_b1608
seq_b1608_40,alternative,-1.99672,b1608
seq_b1609,annotated,-4.75546,seq_b1609
seq_b1610,annotated,-5.13192,seq_b1610
seq_b1611,annotated,-6.04734,seq_b1611
seq_b1612,annotated,-1.883825,seq_b1612
seq_b1613,annotated,-4.21907,seq_b1613
seq_b1613_11,alternative,0,b1613
seq_b1614,annotated,-2.70311,seq_b1614
seq_b1615,annotated,-0.784380000000001,seq_b1615
seq_b1616,annotated,-6.856025,seq_b1616
seq_b1617,annotated,-7.41374,seq_b1617
seq_b1617_97,alternative,-2.70311,b1617
seq_b1618,annotated,0,seq_b1618
seq_b1618_27,alternative,-1.06957,b1618
seq_b1618_95,alternative,-0.359835,b1618
seq_b1619,annotated,-6.856025,seq_b1619
seq_b1620,annotated,-4.638425,seq_b1620
seq_b1620_11,alternative,-4.638425,b1620
seq_b1621,annotated,-7.41374,seq_b1621
seq_b1621_149,alternative,-0.918485,b1621
seq_b1622,annotated,-2.68108,seq_b1622
seq_b1622_54,alternative,-5.41711,b1622
seq_b1623,annotated,-0.359835,seq_b1623
seq_b1624,annotated,-3.60793,seq_b1624
seq_b1624_44,alternative,-0.832615000000001,b1624
seq_b1625,annotated,-2.70311,seq_b1625
seq_b1626,annotated,-5.24147,seq_b1626
seq_b1627,annotated,-0.784380000000001,seq_b1627
seq_b1627_116,alternative,-7.71539,b1627
seq_b1628,annotated,-7.006555,seq_b1628
seq_b1629,annotated,-5.41711,seq_b1629
seq_b1630,annotated,-5.50463,seq_b1630
seq_b1631,annotated,-1.85867,seq_b1631
seq_b1632,annotated,-7.95547,seq_b1632
seq_b1633,annotated,-4.75546,seq_b1633
seq_b1634,annotated,-3.60793,seq_b1634
seq_b1635,annotated,-4.59019,seq_b1635
seq_b1636,annotated,-3.656465,seq_b1636
seq_b1637,annotated,-5.24147,seq_b1637
seq_b1638,annotated,0,seq_b1638
seq_b1639,annotated,-3.60823,seq_b1639
seq_b1640,annotated,-2.68108,seq_b1640
seq_b1641,annotated,-3.60793,seq_b1641
seq_b1642,annotated,-3.60793,seq_b1642
seq_b1643,annotated,-4.707225,seq_b1643
seq_b1644,annotated,0,seq_b1644
seq_b1645,annotated,-0.784380000000001,seq_b1645
