name,TIS_type,min_DG,locus_tag,new_TIS_type
seq_b0707_3,shuffled annotated,-3.60793,b0707,annotated + recovered in data
seq_b0707_4,shuffled annotated,-0.272315000000003,b0707,annotated + recovered in data
seq_b0707_5,shuffled annotated,0,b0707,annotated + recovered in data
seq_b0707_6,shuffled annotated,0,b0707,annotated + recovered in data
seq_b0707_7,shuffled annotated,-1.883825,b0707,annotated + recovered in data
seq_b0707_8,shuffled annotated,-5.13192,b0707,annotated + recovered in data
seq_b0707_9,shuffled annotated,-0.784380000000001,b0707,annotated + recovered in data
seq_b0708,annotated,-4.59019,b0708,annotated + recovered in data
seq_b0708_0,shuffled annotated,-0.784380000000001,b0708,annotated + recovered in data
seq_b0708_1,shuffled annotated,-2.97868,b0708,annotated + recovered in data
seq_b0708_2,shuffled annotated,-3.60793,b0708,annotated + recovered in data
seq_b0708_3,shuffled annotated,-0.784380000000001,b0708,annotated + recovered in data
seq_b0708_4,shuffled annotated,0,b0708,annotated + recovered in data
seq_b0708_5,shuffled annotated,-2.68108,b0708,annotated + recovered in data
seq_b0708_6,shuffled annotated,-3.60793,b0708,annotated + recovered in data
seq_b0708_7,shuffled annotated,-3.60793,b0708,annotated + recovered in data
seq_b0708_8,shuffled annotated,-0.359835,b0708,annotated + recovered in data
seq_b0708_9,shuffled annotated,-2.68108,b0708,annotated + recovered in data
seq_b0709,annotated,-5.41711,b0709,annotated but not recovered in data
seq_b0709_0,shuffled annotated,0,b0709,annotated but not recovered in data
seq_b0709_1,shuffled annotated,0,b0709,annotated but not recovered in data
seq_b0709_2,shuffled annotated,0,b0709,annotated but not recovered in data
seq_b0709_3,shuffled annotated,-0.375775000000001,b0709,annotated but not recovered in data
seq_b0709_4,shuffled annotated,0,b0709,annotated but not recovered in data
seq_b0709_5,shuffled annotated,-3.52041,b0709,annotated but not recovered in data
seq_b0709_6,shuffled annotated,-5.41711,b0709,annotated but not recovered in data
seq_b0709_7,shuffled annotated,0,b0709,annotated but not recovered in data
seq_b0709_8,shuffled annotated,-5.41711,b0709,annotated but not recovered in data
seq_b0709_9,shuffled annotated,-0.272315000000003,b0709,annotated but not recovered in data
seq_b0710,annotated,-1.99672,b0710,annotated + recovered in data
seq_b0710_0,shuffled annotated,-3.60793,b0710,annotated + recovered in data
seq_b0710_1,shuffled annotated,-3.095715,b0710,annotated + recovered in data
seq_b0710_2,shuffled annotated,-3.095715,b0710,annotated + recovered in data
seq_b0710_3,shuffled annotated,-3.656465,b0710,annotated + recovered in data
seq_b0710_4,shuffled annotated,-1.85867,b0710,annotated + recovered in data
seq_b0710_5,shuffled annotated,-1.40657,b0710,annotated + recovered in data
seq_b0710_6,shuffled annotated,-0.784380000000001,b0710,annotated + recovered in data
seq_b0710_7,shuffled annotated,-0.784380000000001,b0710,annotated + recovered in data
seq_b0710_8,shuffled annotated,-0.359835,b0710,annotated + recovered in data
seq_b0710_9,shuffled annotated,-5.943625,b0710,annotated + recovered in data
seq_b0711,annotated,-7.04262,b0711,annotated + recovered in data
seq_b0711_0,shuffled annotated,-5.50463,b0711,annotated + recovered in data
seq_b0711_1,shuffled annotated,-3.60823,b0711,annotated + recovered in data
seq_b0711_2,shuffled annotated,-1.99672,b0711,annotated + recovered in data
seq_b0711_3,shuffled annotated,-3.272025,b0711,annotated + recovered in data
seq_b0711_4,shuffled annotated,-3.60793,b0711,annotated + recovered in data
seq_b0711_5,shuffled annotated,-0.359835,b0711,annotated + recovered in data
seq_b0711_6,shuffled annotated,-1.06957,b0711,annotated + recovered in data
seq_b0711_7,shuffled annotated,-1.99672,b0711,annotated + recovered in data
seq_b0711_8,shuffled annotated,-7.530775,b0711,annotated + recovered in data
seq_b0711_9,shuffled annotated,-1.06957,b0711,annotated + recovered in data
seq_b0712,annotated,-9.19172,b0712,annotated + recovered in data
seq_b0712_.4,alternative,-1.85867,b0712,alternative + annotated found
seq_b0712_0,shuffled alternative,-1.40657,b0712,alternative + annotated found
seq_b0712_0,shuffled annotated,-0.359835,b0712,annotated + recovered in data
seq_b0712_1,shuffled alternative,-1.8807,b0712,alternative + annotated found
seq_b0712_1,shuffled annotated,-5.24147,b0712,annotated + recovered in data
seq_b0712_2,shuffled alternative,-2.97868,b0712,alternative + annotated found
seq_b0712_2,shuffled annotated,-3.60793,b0712,annotated + recovered in data
seq_b0712_3,shuffled alternative,0,b0712,alternative + annotated found
seq_b0712_3,shuffled annotated,-1.8807,b0712,annotated + recovered in data
seq_b0712_4,shuffled alternative,0,b0712,alternative + annotated found
seq_b0712_4,shuffled annotated,-0.359835,b0712,annotated + recovered in data
seq_b0712_5,shuffled alternative,0,b0712,alternative + annotated found
seq_b0712_5,shuffled annotated,-9.679875,b0712,annotated + recovered in data
seq_b0712_6,shuffled alternative,-1.40657,b0712,alternative + annotated found
seq_b0712_6,shuffled annotated,-3.60793,b0712,annotated + recovered in data
seq_b0712_7,shuffled alternative,0,b0712,alternative + annotated found
seq_b0712_7,shuffled annotated,-1.85867,b0712,annotated + recovered in data
seq_b0712_8,shuffled alternative,-0.832615000000001,b0712,alternative + annotated found
seq_b0712_8,shuffled annotated,-4.638425,b0712,annotated + recovered in data
seq_b0712_9,shuffled alternative,0,b0712,alternative + annotated found
seq_b0712_9,shuffled annotated,-5.273165,b0712,annotated + recovered in data
seq_b0713,annotated,-3.52041,b0713,annotated + recovered in data
seq_b0713_0,shuffled annotated,0,b0713,annotated + recovered in data
seq_b0713_1,shuffled annotated,-4.68222,b0713,annotated + recovered in data
seq_b0713_2,shuffled annotated,-0.247160000000001,b0713,annotated + recovered in data
seq_b0713_3,shuffled annotated,-2.70311,b0713,annotated + recovered in data
seq_b0713_4,shuffled annotated,-1.883825,b0713,annotated + recovered in data
seq_b0713_5,shuffled annotated,-0.784380000000001,b0713,annotated + recovered in data
seq_b0713_6,shuffled annotated,-1.40657,b0713,annotated + recovered in data
seq_b0713_7,shuffled annotated,-1.9320600000000001,b0713,annotated + recovered in data
seq_b0713_8,shuffled annotated,-1.883825,b0713,annotated + recovered in data
seq_b0713_9,shuffled annotated,-0.832615000000001,b0713,annotated + recovered in data
seq_b0714,annotated,-2.68108,b0714,annotated + recovered in data
seq_b0714_0,shuffled annotated,-0.359835,b0714,annotated + recovered in data
seq_b0714_1,shuffled annotated,-2.70311,b0714,annotated + recovered in data
seq_b0714_2,shuffled annotated,-1.06957,b0714,annotated + recovered in data
seq_b0714_3,shuffled annotated,-7.530775,b0714,annotated + recovered in data
seq_b0714_4,shuffled annotated,-5.24147,b0714,annotated + recovered in data
seq_b0714_5,shuffled annotated,-2.68108,b0714,annotated + recovered in data
seq_b0714_6,shuffled annotated,-2.68108,b0714,annotated + recovered in data
seq_b0714_7,shuffled annotated,-4.707225,b0714,annotated + recovered in data
seq_b0714_8,shuffled annotated,0,b0714,annotated + recovered in data
seq_b0714_9,shuffled annotated,-2.70311,b0714,annotated + recovered in data
seq_b0715,annotated,-5.943625,b0715,annotated but not recovered in data
seq_b0715_0,shuffled annotated,-3.60793,b0715,annotated but not recovered in data
seq_b0715_1,shuffled annotated,-3.60823,b0715,annotated but not recovered in data
seq_b0715_2,shuffled annotated,-5.50463,b0715,annotated but not recovered in data
seq_b0715_3,shuffled annotated,-9.295435,b0715,annotated but not recovered in data
seq_b0715_4,shuffled annotated,-0.359835,b0715,annotated but not recovered in data
seq_b0715_5,shuffled annotated,-4.707225,b0715,annotated but not recovered in data
seq_b0715_6,shuffled annotated,-0.359835,b0715,annotated but not recovered in data
seq_b0715_7,shuffled annotated,-2.729315,b0715,annotated but not recovered in data
seq_b0715_8,shuffled annotated,-5.50463,b0715,annotated but not recovered in data
seq_b0715_9,shuffled annotated,-1.06957,b0715,annotated but not recovered in data
seq_b0716,annotated,-12.815075,b0716,annotated + recovered in data
seq_b0716_0,shuffled annotated,-3.60793,b0716,annotated + recovered in data
seq_b0716_1,shuffled annotated,0,b0716,annotated + recovered in data
seq_b0716_2,shuffled annotated,0,b0716,annotated + recovered in data
seq_b0716_3,shuffled annotated,-0.784380000000001,b0716,annotated + recovered in data
seq_b0716_4,shuffled annotated,-3.60823,b0716,annotated + recovered in data
seq_b0716_5,shuffled annotated,0,b0716,annotated + recovered in data
seq_b0716_6,shuffled annotated,-0.784380000000001,b0716,annotated + recovered in data
seq_b0716_7,shuffled annotated,-0.784380000000001,b0716,annotated + recovered in data
seq_b0716_8,shuffled annotated,-1.19807,b0716,annotated + recovered in data
seq_b0716_9,shuffled annotated,-3.60823,b0716,annotated + recovered in data
seq_b0717,annotated,-3.60823,b0717,annotated + recovered in data
seq_b0717_0,shuffled annotated,-0.918485,b0717,annotated + recovered in data
seq_b0717_1,shuffled annotated,-5.24147,b0717,annotated + recovered in data
seq_b0717_2,shuffled annotated,-3.60823,b0717,annotated + recovered in data
seq_b0717_3,shuffled annotated,-2.70311,b0717,annotated + recovered in data
seq_b0717_4,shuffled annotated,0,b0717,annotated + recovered in data
seq_b0717_5,shuffled annotated,-1.9320600000000001,b0717,annotated + recovered in data
seq_b0717_6,shuffled annotated,-0.375775000000001,b0717,annotated + recovered in data
seq_b0717_7,shuffled annotated,-3.60793,b0717,annotated + recovered in data
seq_b0717_8,shuffled annotated,-3.60823,b0717,annotated + recovered in data
seq_b0717_9,shuffled annotated,-0.784380000000001,b0717,annotated + recovered in data
seq_b0718,annotated,-1.06957,b0718,annotated + recovered in data
seq_b0718_0,shuffled annotated,0,b0718,annotated + recovered in data
seq_b0718_1,shuffled annotated,-1.8807,b0718,annotated + recovered in data
seq_b0718_2,shuffled annotated,-2.729315,b0718,annotated + recovered in data
seq_b0718_3,shuffled annotated,-2.70311,b0718,annotated + recovered in data
seq_b0718_4,shuffled annotated,-2.70311,b0718,annotated + recovered in data
seq_b0718_5,shuffled annotated,-4.75546,b0718,annotated + recovered in data
seq_b0718_6,shuffled annotated,-2.68108,b0718,annotated + recovered in data
seq_b0718_7,shuffled annotated,0,b0718,annotated + recovered in data
seq_b0718_8,shuffled annotated,0,b0718,annotated + recovered in data
seq_b0718_9,shuffled annotated,-4.21907,b0718,annotated + recovered in data
seq_b0719,annotated,-2.68108,b0719,annotated + recovered in data
seq_b0719_0,shuffled annotated,-2.68108,b0719,annotated + recovered in data
seq_b0719_1,shuffled annotated,-2.70311,b0719,annotated + recovered in data
seq_b0719_2,shuffled annotated,-0.784380000000001,b0719,annotated + recovered in data
seq_b0719_3,shuffled annotated,0,b0719,annotated + recovered in data
seq_b0719_4,shuffled annotated,-1.40657,b0719,annotated + recovered in data
seq_b0719_5,shuffled annotated,0,b0719,annotated + recovered in data
seq_b0719_6,shuffled annotated,0,b0719,annotated + recovered in data
seq_b0719_7,shuffled annotated,-10.898905,b0719,annotated + recovered in data
seq_b0719_8,shuffled annotated,-1.9320600000000001,b0719,annotated + recovered in data
seq_b0719_9,shuffled annotated,0,b0719,annotated + recovered in data
seq_b0720,annotated,-3.60793,b0720,annotated + recovered in data
seq_b0720_0,shuffled annotated,-6.856025,b0720,annotated + recovered in data
seq_b0720_1,shuffled annotated,-1.40657,b0720,annotated + recovered in data
seq_b0720_2,shuffled annotated,-3.60823,b0720,annotated + recovered in data
seq_b0720_3,shuffled annotated,-3.60823,b0720,annotated + recovered in data
seq_b0720_4,shuffled annotated,-3.60823,b0720,annotated + recovered in data
seq_b0720_5,shuffled annotated,-3.60793,b0720,annotated + recovered in data
seq_b0720_6,shuffled annotated,-3.60793,b0720,annotated + recovered in data
seq_b0720_7,shuffled annotated,-3.120075,b0720,annotated + recovered in data
seq_b0720_8,shuffled annotated,-9.295435,b0720,annotated + recovered in data
seq_b0720_9,shuffled annotated,-3.60793,b0720,annotated + recovered in data
seq_b0721,annotated,-4.5947,b0721,annotated + recovered in data
seq_b0721_0,shuffled annotated,0,b0721,annotated + recovered in data
seq_b0721_1,shuffled annotated,-5.180155,b0721,annotated + recovered in data
seq_b0721_2,shuffled annotated,-3.22379,b0721,annotated + recovered in data
seq_b0721_3,shuffled annotated,-2.70311,b0721,annotated + recovered in data
seq_b0721_4,shuffled annotated,-2.70311,b0721,annotated + recovered in data
seq_b0721_5,shuffled annotated,-0.832615000000001,b0721,annotated + recovered in data
seq_b0721_6,shuffled annotated,-2.936165,b0721,annotated + recovered in data
seq_b0721_7,shuffled annotated,-2.68108,b0721,annotated + recovered in data
seq_b0721_8,shuffled annotated,-1.85867,b0721,annotated + recovered in data
seq_b0721_9,shuffled annotated,-0.806410000000001,b0721,annotated + recovered in data
seq_b0722,annotated,-4.59019,b0722,annotated but not recovered in data
seq_b0722_0,shuffled alternative,-0.832615000000001,b0722,alternative but no annotated found
seq_b0722_0,shuffled annotated,-0.359835,b0722,annotated but not recovered in data
seq_b0722_1,shuffled alternative,-0.832615000000001,b0722,alternative but no annotated found
seq_b0722_1,shuffled annotated,0,b0722,annotated but not recovered in data
seq_b0722_135,alternative,-0.806410000000001,b0722,alternative but no annotated found
seq_b0722_2,shuffled alternative,-1.9320600000000001,b0722,alternative but no annotated found
seq_b0722_2,shuffled annotated,-0.359835,b0722,annotated but not recovered in data
seq_b0722_3,shuffled alternative,-1.126985,b0722,alternative but no annotated found
seq_b0722_3,shuffled annotated,-0.359835,b0722,annotated but not recovered in data
seq_b0722_4,shuffled alternative,0,b0722,alternative but no annotated found
seq_b0722_4,shuffled annotated,-0.359835,b0722,annotated but not recovered in data
seq_b0722_5,shuffled alternative,0,b0722,alternative but no annotated found
seq_b0722_5,shuffled annotated,-0.784380000000001,b0722,annotated but not recovered in data
seq_b0722_6,shuffled alternative,0,b0722,alternative but no annotated found
seq_b0722_6,shuffled annotated,-0.784380000000001,b0722,annotated but not recovered in data
seq_b0722_7,shuffled alternative,-0.806410000000001,b0722,alternative but no annotated found
seq_b0722_7,shuffled annotated,-0.784380000000001,b0722,annotated but not recovered in data
seq_b0722_8,shuffled alternative,-0.806410000000001,b0722,alternative but no annotated found
seq_b0722_8,shuffled annotated,-2.97868,b0722,annotated but not recovered in data
seq_b0722_9,shuffled alternative,0,b0722,alternative but no annotated found
seq_b0722_9,shuffled annotated,0,b0722,annotated but not recovered in data
seq_b0723,annotated,-7.181295,b0723,annotated + recovered in data
seq_b0723_0,shuffled annotated,-2.936165,b0723,annotated + recovered in data
seq_b0723_1,shuffled annotated,-4.5947,b0723,annotated + recovered in data
seq_b0723_2,shuffled annotated,-7.181295,b0723,annotated + recovered in data
seq_b0723_3,shuffled annotated,-3.52041,b0723,annotated + recovered in data
seq_b0723_4,shuffled annotated,-1.9320600000000001,b0723,annotated + recovered in data
seq_b0723_5,shuffled annotated,-0.806410000000001,b0723,annotated + recovered in data
seq_b0723_6,shuffled annotated,-4.5947,b0723,annotated + recovered in data
seq_b0723_7,shuffled annotated,-7.076855,b0723,annotated + recovered in data
seq_b0723_8,shuffled annotated,-3.478875,b0723,annotated + recovered in data
seq_b0723_9,shuffled annotated,-0.918485,b0723,annotated + recovered in data
seq_b0724,annotated,-3.60823,b0724,annotated + recovered in data
seq_b0724_0,shuffled alternative,0,b0724,alternative + annotated found
seq_b0724_0,shuffled annotated,-1.61228,b0724,annotated + recovered in data
seq_b0724_1,shuffled alternative,-2.729315,b0724,alternative + annotated found
seq_b0724_1,shuffled annotated,-1.8807,b0724,annotated + recovered in data
seq_b0724_2,alternative,-4.21907,b0724,alternative + annotated found
seq_b0724_2,shuffled alternative,-4.21907,b0724,alternative + annotated found
seq_b0724_2,shuffled annotated,-2.70311,b0724,annotated + recovered in data
seq_b0724_3,shuffled alternative,-0.247160000000001,b0724,alternative + annotated found
seq_b0724_3,shuffled annotated,-1.06957,b0724,annotated + recovered in data
seq_b0724_4,shuffled alternative,-2.68108,b0724,alternative + annotated found
seq_b0724_4,shuffled annotated,-2.70311,b0724,annotated + recovered in data
seq_b0724_5,shuffled alternative,-1.85867,b0724,alternative + annotated found
seq_b0724_5,shuffled annotated,-3.60823,b0724,annotated + recovered in data
seq_b0724_6,shuffled alternative,0,b0724,alternative + annotated found
seq_b0724_6,shuffled annotated,-2.729315,b0724,annotated + recovered in data
seq_b0724_7,shuffled alternative,-2.729315,b0724,alternative + annotated found
seq_b0724_7,shuffled annotated,-1.40657,b0724,annotated + recovered in data
seq_b0724_8,shuffled alternative,-2.68108,b0724,alternative + annotated found
seq_b0724_8,shuffled annotated,-2.70311,b0724,annotated + recovered in data
seq_b0724_9,shuffled alternative,0,b0724,alternative + annotated found
seq_b0724_9,shuffled annotated,-2.729315,b0724,annotated + recovered in data
seq_b0726,annotated,-4.21907,b0726,annotated + recovered in data
seq_b0726_0,shuffled annotated,-1.40657,b0726,annotated + recovered in data
seq_b0726_1,shuffled annotated,-3.095715,b0726,annotated + recovered in data
seq_b0726_2,shuffled annotated,-5.24147,b0726,annotated + recovered in data
seq_b0726_3,shuffled annotated,-2.68108,b0726,annotated + recovered in data
seq_b0726_4,shuffled annotated,0,b0726,annotated + recovered in data
seq_b0726_5,shuffled annotated,-1.06957,b0726,annotated + recovered in data
seq_b0726_6,shuffled annotated,-3.656465,b0726,annotated + recovered in data
seq_b0726_7,shuffled annotated,0,b0726,annotated + recovered in data
seq_b0726_8,shuffled annotated,0,b0726,annotated + recovered in data
seq_b0726_9,shuffled annotated,-3.60823,b0726,annotated + recovered in data
seq_b0727,annotated,-2.68108,b0727,annotated + recovered in data
seq_b0727_0,shuffled annotated,-0.784380000000001,b0727,annotated + recovered in data
seq_b0727_1,shuffled annotated,0,b0727,annotated + recovered in data
seq_b0727_2,shuffled annotated,0,b0727,annotated + recovered in data
seq_b0727_3,shuffled annotated,0,b0727,annotated + recovered in data
seq_b0727_4,shuffled annotated,0,b0727,annotated + recovered in data
seq_b0727_5,shuffled annotated,-1.06957,b0727,annotated + recovered in data
seq_b0727_6,shuffled annotated,0,b0727,annotated + recovered in data
seq_b0727_7,shuffled annotated,-0.784380000000001,b0727,annotated + recovered in data
seq_b0727_8,shuffled annotated,-1.99672,b0727,annotated + recovered in data
seq_b0727_9,shuffled annotated,0,b0727,annotated + recovered in data
seq_b0728,annotated,-2.70311,b0728,annotated + recovered in data
seq_b0728_0,shuffled annotated,0,b0728,annotated + recovered in data
seq_b0728_1,shuffled annotated,-3.095715,b0728,annotated + recovered in data
seq_b0728_2,shuffled annotated,-2.68108,b0728,annotated + recovered in data
seq_b0728_3,shuffled annotated,-1.06957,b0728,annotated + recovered in data
seq_b0728_4,shuffled annotated,-3.272025,b0728,annotated + recovered in data
seq_b0728_5,shuffled annotated,-6.43178,b0728,annotated + recovered in data
seq_b0728_6,shuffled annotated,-11.313415000000001,b0728,annotated + recovered in data
seq_b0728_7,shuffled annotated,-3.60823,b0728,annotated + recovered in data
seq_b0728_8,shuffled annotated,-2.70311,b0728,annotated + recovered in data
seq_b0728_9,shuffled annotated,-3.60793,b0728,annotated + recovered in data
seq_b0729,annotated,-14.388892,b0729,annotated + recovered in data
seq_b0729_.6,alternative,-2.833755,b0729,alternative + annotated found
seq_b0729_0,shuffled alternative,-1.40657,b0729,alternative + annotated found
seq_b0729_0,shuffled annotated,-3.60793,b0729,annotated + recovered in data
seq_b0729_1,shuffled alternative,-1.8807,b0729,alternative + annotated found
seq_b0729_1,shuffled annotated,-1.85867,b0729,annotated + recovered in data
seq_b0729_2,shuffled alternative,-1.8807,b0729,alternative + annotated found
seq_b0729_2,shuffled annotated,-7.71539,b0729,annotated + recovered in data
seq_b0729_3,shuffled alternative,-1.9320600000000001,b0729,alternative + annotated found
seq_b0729_3,shuffled annotated,-0.832615000000001,b0729,annotated + recovered in data
seq_b0729_4,alternative,-2.833755,b0729,alternative + annotated found
seq_b0729_4,shuffled alternative,-1.85867,b0729,alternative + annotated found
seq_b0729_4,shuffled annotated,-1.06957,b0729,annotated + recovered in data
seq_b0729_5,shuffled alternative,-6.08185,b0729,alternative + annotated found
seq_b0729_5,shuffled annotated,-0.806410000000001,b0729,annotated + recovered in data
seq_b0729_6,shuffled alternative,-4.467295,b0729,alternative + annotated found
seq_b0729_6,shuffled annotated,-2.833755,b0729,annotated + recovered in data
seq_b0729_7,shuffled alternative,-13.915535,b0729,alternative + annotated found
seq_b0729_7,shuffled annotated,-3.60793,b0729,annotated + recovered in data
seq_b0729_8,shuffled alternative,-1.8807,b0729,alternative + annotated found
seq_b0729_8,shuffled annotated,-1.9320600000000001,b0729,annotated + recovered in data
seq_b0729_9,shuffled alternative,-1.85867,b0729,alternative + annotated found
seq_b0729_9,shuffled annotated,-3.724597,b0729,annotated + recovered in data
seq_b0730,annotated,-0.359835,b0730,annotated + recovered in data
seq_b0730_0,shuffled alternative,-1.85867,b0730,alternative + annotated found
seq_b0730_0,shuffled annotated,-0.272315000000003,b0730,annotated + recovered in data
seq_b0730_1,shuffled alternative,-1.85867,b0730,alternative + annotated found
seq_b0730_1,shuffled annotated,0,b0730,annotated + recovered in data
seq_b0730_2,shuffled alternative,-3.724597,b0730,alternative + annotated found
seq_b0730_2,shuffled annotated,0,b0730,annotated + recovered in data
seq_b0730_3,shuffled alternative,-6.08185,b0730,alternative + annotated found
seq_b0730_3,shuffled annotated,-0.359835,b0730,annotated + recovered in data
seq_b0730_4,alternative,-6.08185,b0730,alternative + annotated found
seq_b0730_4,shuffled alternative,-3.724597,b0730,alternative + annotated found
seq_b0730_4,shuffled annotated,0,b0730,annotated + recovered in data
seq_b0730_5,shuffled alternative,-0.784380000000001,b0730,alternative + annotated found
seq_b0730_5,shuffled annotated,0,b0730,annotated + recovered in data
seq_b0730_6,shuffled alternative,-3.724597,b0730,alternative + annotated found
seq_b0730_6,shuffled annotated,0,b0730,annotated + recovered in data
seq_b0730_7,shuffled alternative,-6.08185,b0730,alternative + annotated found
seq_b0730_7,shuffled annotated,0,b0730,annotated + recovered in data
seq_b0730_8,shuffled alternative,-6.08185,b0730,alternative + annotated found
seq_b0730_8,shuffled annotated,0,b0730,annotated + recovered in data
seq_b0730_9,shuffled alternative,-3.724597,b0730,alternative + annotated found
seq_b0730_9,shuffled annotated,-0.359835,b0730,annotated + recovered in data
seq_b0731,annotated,-1.883825,b0731,annotated but not recovered in data
seq_b0731_0,shuffled alternative,-1.06957,b0731,alternative but no annotated found
seq_b0731_0,shuffled annotated,0,b0731,annotated but not recovered in data
seq_b0731_1,shuffled alternative,-0.784380000000001,b0731,alternative but no annotated found
seq_b0731_1,shuffled annotated,0,b0731,annotated but not recovered in data
seq_b0731_2,shuffled alternative,-3.60793,b0731,alternative but no annotated found
seq_b0731_2,shuffled annotated,0,b0731,annotated but not recovered in data
seq_b0731_3,shuffled alternative,-0.359835,b0731,alternative but no annotated found
seq_b0731_3,shuffled annotated,0,b0731,annotated but not recovered in data
seq_b0731_4,shuffled alternative,-3.60823,b0731,alternative but no annotated found
seq_b0731_4,shuffled annotated,0,b0731,annotated but not recovered in data
seq_b0731_5,shuffled alternative,-3.60793,b0731,alternative but no annotated found
seq_b0731_5,shuffled annotated,0,b0731,annotated but not recovered in data
seq_b0731_6,shuffled alternative,0,b0731,alternative but no annotated found
seq_b0731_6,shuffled annotated,-0.359835,b0731,annotated but not recovered in data
seq_b0731_62,alternative,-1.126985,b0731,alternative but no annotated found
seq_b0731_7,shuffled alternative,-3.095715,b0731,alternative but no annotated found
seq_b0731_7,shuffled annotated,0,b0731,annotated but not recovered in data
seq_b0731_75,alternative,-5.50463,b0731,alternative but no annotated found
seq_b0731_8,shuffled alternative,0,b0731,alternative but no annotated found
seq_b0731_8,shuffled annotated,0,b0731,annotated but not recovered in data
seq_b0731_9,shuffled alternative,0,b0731,alternative but no annotated found
seq_b0731_9,shuffled annotated,-0.272315000000003,b0731,annotated but not recovered in data
seq_b0732,annotated,-3.60823,b0732,annotated + recovered in data
seq_b0732_0,shuffled annotated,0,b0732,annotated + recovered in data
seq_b0732_1,shuffled annotated,-1.99672,b0732,annotated + recovered in data
seq_b0732_2,shuffled annotated,-1.99672,b0732,annotated + recovered in data
seq_b0732_3,shuffled annotated,-1.06957,b0732,annotated + recovered in data
seq_b0732_4,shuffled annotated,-1.06957,b0732,annotated + recovered in data
seq_b0732_5,shuffled annotated,0,b0732,annotated + recovered in data
seq_b0732_6,shuffled annotated,0,b0732,annotated + recovered in data
seq_b0732_7,shuffled annotated,0,b0732,annotated + recovered in data
seq_b0732_8,shuffled annotated,-2.68108,b0732,annotated + recovered in data
seq_b0732_9,shuffled annotated,-1.99672,b0732,annotated + recovered in data
seq_b0733,annotated,-4.59019,b0733,annotated + recovered in data
seq_b0733_0,shuffled annotated,0,b0733,annotated + recovered in data
seq_b0733_1,shuffled annotated,-0.784380000000001,b0733,annotated + recovered in data
seq_b0733_2,shuffled annotated,0,b0733,annotated + recovered in data
seq_b0733_3,shuffled annotated,-0.359835,b0733,annotated + recovered in data
seq_b0733_4,shuffled annotated,0,b0733,annotated + recovered in data
seq_b0733_5,shuffled annotated,0,b0733,annotated + recovered in data
seq_b0733_6,shuffled annotated,-3.60793,b0733,annotated + recovered in data
seq_b0733_7,shuffled annotated,-0.806410000000001,b0733,annotated + recovered in data
seq_b0733_8,shuffled annotated,-0.784380000000001,b0733,annotated + recovered in data
seq_b0733_9,shuffled annotated,-0.359835,b0733,annotated + recovered in data
seq_b0734,annotated,-4.59019,b0734,annotated + recovered in data
seq_b0734_0,shuffled annotated,-1.40657,b0734,annotated + recovered in data
seq_b0734_1,shuffled annotated,0,b0734,annotated + recovered in data
seq_b0734_2,shuffled annotated,-3.60793,b0734,annotated + recovered in data
seq_b0734_3,shuffled annotated,-1.85867,b0734,annotated + recovered in data
seq_b0734_4,shuffled annotated,-1.99672,b0734,annotated + recovered in data
seq_b0734_5,shuffled annotated,-0.784380000000001,b0734,annotated + recovered in data
seq_b0734_6,shuffled annotated,-1.06957,b0734,annotated + recovered in data
seq_b0734_7,shuffled annotated,-0.784380000000001,b0734,annotated + recovered in data
seq_b0734_8,shuffled annotated,-0.784380000000001,b0734,annotated + recovered in data
seq_b0734_9,shuffled annotated,-0.784380000000001,b0734,annotated + recovered in data
seq_b0735,annotated,0,b0735,annotated but not recovered in data
seq_b0735_0,shuffled annotated,0,b0735,annotated but not recovered in data
seq_b0735_1,shuffled annotated,0,b0735,annotated but not recovered in data
seq_b0735_2,shuffled annotated,-0.359835,b0735,annotated but not recovered in data
seq_b0735_3,shuffled annotated,0,b0735,annotated but not recovered in data
seq_b0735_4,shuffled annotated,-0.784380000000001,b0735,annotated but not recovered in data
seq_b0735_5,shuffled annotated,0,b0735,annotated but not recovered in data
seq_b0735_6,shuffled annotated,0,b0735,annotated but not recovered in data
seq_b0735_7,shuffled annotated,-0.359835,b0735,annotated but not recovered in data
seq_b0735_8,shuffled annotated,-0.359835,b0735,annotated but not recovered in data
seq_b0735_9,shuffled annotated,-1.126985,b0735,annotated but not recovered in data
seq_b0736,annotated,-2.729315,b0736,annotated + recovered in data
seq_b0736_0,shuffled alternative,0,b0736,alternative + annotated found
seq_b0736_0,shuffled annotated,0,b0736,annotated + recovered in data
seq_b0736_1,shuffled alternative,-0.832615000000001,b0736,alternative + annotated found
seq_b0736_1,shuffled annotated,-0.918485,b0736,annotated + recovered in data
seq_b0736_2,shuffled alternative,-4.467295,b0736,alternative + annotated found
seq_b0736_2,shuffled annotated,-2.70311,b0736,annotated + recovered in data
seq_b0736_3,shuffled alternative,-0.832615000000001,b0736,alternative + annotated found
seq_b0736_3,shuffled annotated,-0.918485,b0736,annotated + recovered in data
seq_b0736_4,shuffled alternative,-2.833755,b0736,alternative + annotated found
seq_b0736_4,shuffled annotated,-0.832615000000001,b0736,annotated + recovered in data
seq_b0736_5,shuffled alternative,-0.247160000000001,b0736,alternative + annotated found
seq_b0736_5,shuffled annotated,-1.06957,b0736,annotated + recovered in data
seq_b0736_6,shuffled alternative,-0.806410000000001,b0736,alternative + annotated found
