locus_tag	gene	start_position	strand	peak_R1	peak_R2	peak_R3	peak_R4	peak_R5
b0972	hyaA	1032139	1	51.4878	62.7331	95.3636	71.2251	65.0974
b0973	hyaB	1033254	1	36.7078	42.9227	47.8937	62.3219	55.3115
b0974	hyaC	1035066	1	68.812	67.8358	85.5094	51.0363	48.3621
b0975	hyaD	1035770	1	46.6419	57.5304	45.1388	64.8299	74.0324
b0976	hyaE	1036354	1	42.2806	39.3208	63.5758	59.9394	63.3955
b0977	hyaF	1036749	1	-	-	-	-	-
b0978	cbdA	1037740	1	20.8374	22.1117	22.9932	24.7031	20.1391
b0979	cbdB	1039296	1	45.3093	26.7141	32.6356	21.8189	22.8337
b4592	cbdX	1040445	1	592.1709999999999	268.742	242.22400000000002	185.83700000000002	214.722
b0980	appA	1040617	1	-	-	-	-	-
b0981	etk	1044210	-1	-	-	-	-	-
b0982	etp	1044676	-1	-	-	-	-	-
b0983	gfcE	1045803	-1	-	5.10269	-	8.15076	-
b0984	gfcD	1047945	-1	20.5951	26.1138	16.5297	25.7062	26.3793
b0985	gfcC	1048691	-1	-	-	-	-	-
b0986	gfcB	1049332	-1	-	-	-	-	-
b0987	gfcA	1049744	-1	5.8151	10.0053	-	9.78091	10.0695
b4516	insA	1049833	1	-	-	-	-	-
b0988	insB1	1050027	1	-	-	-	-	-
b0989	cspH	1051175	-1	-	-	-	-	-
b0990	cspG	1051461	1	9.328380000000001	12.4066	13.5628	11.9126	18.4372
b0991	ymcE	1051847	1	-	-	-	-	-
b4517	gnsA	1052067	1	142.47	192.40200000000002	166.463	202.766	161.113
b0992	yccM	1053362	-1	33.4368	36.9195	30.0925	22.6967	31.6268
b0993	torS	1056178	-1	-	-	-	-	-
b0994	torT	1056261	1	-	-	-	-	-
b0995	torR	1057954	-1	6.78428	11.8062	6.25162	7.022189999999999	5.38933
b0996	torC	1058084	1	23.8661	29.6156	29.1389	31.4745	27.3721
b0997	torA	1059256	1	297.418	262.939	295.627	211.543	221.104
b0998	torD	1061799	1	-	-	-	-	-
b0999	cbpM	1062855	-1	140.168	107.35700000000001	168.9	103.32700000000001	95.5897
b1000	cbpA	1063775	-1	76.202	58.2308	48.2116	34.484	50.3477
b1001	yccE	1064036	1	7.0265699999999995	7.403910000000001	8.68869	7.022189999999999	6.24028
b1002	agp	1065585	1	167.18400000000003	234.424	205.032	230.22799999999998	224.36599999999999
b1003	yccJ	1067091	-1	36.7078	34.018	21.2979	45.268	37.0162
b1004	wrbA	1067708	-1	843.795	655.0459999999999	923.544	569.299	560.774
b4518	ymdF	1068081	1	42.7652	29.7157	29.0329	36.3649	22.6919
b1006	rutG	1069839	-1	83.9554	82.6436	80.5293	84.1409	97.4334
b1007	rutF	1070354	-1	162.096	102.25399999999999	110.198	79.3758	83.3928
b1008	rutE	1070955	-1	-	5.6029599999999995	5.61586	7.64917	6.66575
b1009	rutD	1071765	-1	-	-	-	-	-
b1010	rutC	1072159	-1	28.2274	35.6188	35.4965	40.2522	31.485
b1011	rutB	1072863	-1	-	-	-	-	-
b1012	rutA	1074011	-1	-	-	-	-	-
b1013	rutR	1074242	1	7.995760000000001	10.9058	11.0198	14.546	13.0478
b1014	putA	1078882	-1	14.5377	16.7088	12.3973	12.665	15.8843
b1015	putP	1079305	1	93.1627	84.2445	82.3306	73.10600000000001	78.0034
b4490	efeU	1081356	1	-	-	-	-	-
b4490	efeU	1081460	1	-	-	-	-	-
b1018	efeO	1082243	1	79.7153	99.1524	79.3637	85.771	79.7053
b1019	efeB	1083376	1	43.0075	29.2154	44.2911	25.5808	29.925
b1020	phoH	1084992	1	17.6876	17.7094	18.9668	14.9222	21.6991
b1021	pgaD	1086519	-1	6.663130000000001	6.80359	11.6556	7.2729800000000004	5.67298
b1022	pgaC	1087846	-1	21.6855	26.2138	17.6953	20.3142	14.3243
b1023	pgaB	1089857	-1	50.034	72.3382	56.3705	56.4283	66.5157
b1024	pgaA	1092289	-1	95.5856	150.58	83.7081	109.84700000000001	129.486
b1025	ycdT	1092876	1	38.4039	35.919000000000004	28.6091	23.6999	28.2231
b1026	insF1	1095141	-1	-	-	-	-	-
b1027	insE1	1095437	-1	-	-	-	-	-
b1028	ymdE	1095505	1	-	-	-	-	-
b1029	ycdU	1095843	1	7.7534600000000005	5.9031199999999995	-	-	-
b1033	ghrA	1097886	1	91.2243	87.7463	87.4167	61.695	77.2943
b1034	ycdX	1098879	1	-	-	-	-	-
b1035	ycdY	1099640	1	22.0489	43.2228	14.5165	40.6284	40.9873
b1036	ycdZ	1100296	1	-	-	-	-	-
b1037	csgG	1101684	-1	145.135	119.663	131.072	91.1631	92.4695
b1038	csgF	1102127	-1	57.1818	55.2292	73.0062	61.068000000000005	72.1886
b1039	csgE	1102541	-1	-	-	-	-	-
b1040	csgD	1103196	-1	-	-	-	5.14125	-
b1041	csgB	1103951	1	-	5.3028	-	5.39204	-
b1042	csgA	1104447	1	17.4453	25.6135	17.4833	19.6872	30.9177
b1043	csgC	1104961	1	83.59200000000001	129.368	91.2312	140.945	150.05
b1044	ymdA	1105414	1	-	5.50291	-	-	-
b1045	ymdB	1105820	1	196.138	198.005	151.734	233.237	322.651
b1046	clsC	1106355	1	-	-	-	-	-
b1047	opgC	1108941	-1	6.90543	17.109	11.6556	15.4237	14.3243
b1048	opgG	1109335	1	12.2359	9.80518	5.93374	5.76823	6.24028
b1049	opgH	1110863	1	31.6196	29.5156	33.0594	26.4586	23.5429
b1050	yceK	1113579	1	325.282	269.04200000000003	415.574	222.955	215.857
b1051	msyB	1114181	-1	126.84200000000001	80.7426	69.6155	72.479	63.1119
b1053	mdtG	1115490	-1	-	-	-	-	-
b1054	lpxL	1116582	-1	7.7534600000000005	9.304910000000001	9.748280000000001	11.0349	8.65129
b1055	yceA	1116807	1	-	-	-	-	-
b1056	yceI	1118476	-1	251.987	228.821	226.22400000000002	187.593	176.713
b1057	yceJ	1119046	-1	-	-	-	-	-
b1058	yceO	1119447	-1	-	-	-	-	-
b1059	solA	1120586	-1	54.0319	78.2413	35.0726	64.7045	86.5129
b1060	bssS	1120955	-1	31.6196	32.9174	27.7614	34.7348	30.7759
b1061	dinI	1121487	-1	77.05	109.35799999999999	138.595	142.576	157.425
b1062	pyrC	1122607	-1	6.541980000000001	7.804119999999999	9.21848	6.646	-
b1063	yceB	1123273	-1	88.3168	130.869	87.9465	154.614	158.276
b1064	grxB	1124054	-1	163.065	159.784	258.541	186.96599999999998	162.105
b1065	mdtH	1125326	-1	6.4208300000000005	9.304910000000001	9.53636	14.546	16.3098
b1066	rimJ	1125562	1	65.541	47.5251	51.7083	36.1141	35.1725
b1067	yceH	1126157	1	-	-	5.192019999999999	-	-
b1068	yceM	1126806	1	32.5888	36.7194	41.4302	34.6094	34.4633
b1069	murJ	1127839	1	-	8.504489999999999	5.827780000000001	6.646	6.9494
b1070	flgN	1129830	-1	-	-	-	-	-
b1071	flgM	1130128	-1	75.7174	86.7458	58.0659	91.1631	75.4506
b1072	flgA	1130863	-1	22.7758	15.0079	18.437	13.292	15.4589
b1073	flgB	1131018	1	31.6196	29.1154	53.6156	37.8697	45.1002
b1074	flgC	1131438	1	7.51116	5.803059999999999	-	-	5.2475
b1075	flgD	1131854	1	72.3252	53.8284	54.5692	54.9236	56.8716
b1076	flgE	1132574	1	69.4177	88.8469	93.7742	98.5615	95.4478
b1077	flgF	1133802	1	25.5622	33.5177	27.5495	38.4966	36.7325
b1078	flgG	1134729	1	43.1286	22.811999999999998	12.9271	10.7841	13.8988
b1079	flgH	1135564	1	-	5.00264	-	-	-
b1080	flgI	1136274	1	17.203	11.405999999999999	13.4569	9.655510000000001	12.4806
b1081	flgJ	1137371	1	-	7.403910000000001	5.827780000000001	10.0317	6.3821
b1082	flgK	1138378	1	11.3879	13.9073	10.595999999999998	12.7904	12.4806
b1083	flgL	1140033	1	115.212	132.57	148.343	129.033	125.515
b1084	rne	1144367	-1	35.7386	60.632	30.6223	52.6664	64.6719
b1085	yceQ	1144502	1	-	-	-	-	-
b1086	rluC	1144940	1	-	-	-	-	-
b1087	yceF	1146595	-1	-	-	-	-	-
b1088	yceD	1146794	1	-	-	-	-	-
b1089	rpmF	1147367	1	98.1297	164.287	96.95299999999999	196.872	170.331
b1090	plsX	1147621	1	-	-	-	-	-
b1091	fabH	1148759	1	32.3465	30.316	23.523000000000003	19.8126	25.6702
b1092	fabD	1149728	1	22.7758	32.5172	24.2647	26.2078	33.1869
b1093	fabG	1150670	1	105.762	180.896	98.8603	132.168	215.43099999999998
b1094	acpP	1151615	1	258.651	668.653	306.117	603.4069999999999	593.11
b1095	fabF	1151939	1	35.7386	28.315	32.9534	29.7189	28.2231
b1096	pabC	1153300	1	115.333	63.3334	70.9929	41.8823	56.1625
b1097	yceG	1154112	1	-	-	-	-	-
b1098	tmk	1155124	1	15.5069	12.2064	5.61586	5.893619999999999	8.93494
b1099	holB	1155762	1	-	-	-	-	-
b1100	ycfH	1156777	1	11.509	16.6088	13.8807	22.5713	20.1391
b1101	ptsG	1157869	1	20.9586	32.9174	15.8939	17.9317	16.0262
b1102	fhuE	1161551	-1	-	-	-	-	-
b1103	hinT	1161885	1	89.4071	92.3488	107.443	106.461	82.4
b1104	ycfL	1162247	1	-	5.00264	-	5.517440000000001	6.80757
b1105	lpoB	1162638	1	24.4719	24.3128	23.2052	18.0571	20.5645
b1106	thiK	1163260	1	-	-	-	-	-
b1107	nagZ	1164095	1	194.685	128.368	218.701	117.87200000000001	121.118
b1108	ycfP	1165143	1	68.3274	130.969	84.6617	152.858	139.13
b1109	ndh	1166085	1	16.5973	27.7146	15.9999	37.2427	39.9945
b1110	ycfJ	1167599	1	119.45200000000001	151.08	222.515	197.62400000000002	164.942
b1111	ycfQ	1168832	-1	-	-	-	-	-
b1112	bhsA	1169073	1	7.51116	6.60349	-	-	5.10568
b1113	ldtC	1170374	-1	36.3443	27.9147	21.2979	25.33	24.1102
b1114	mfd	1173964	-1	-	-	-	-	-
b1115	ycfT	1175165	-1	74.1425	57.9306	57.641999999999996	48.1522	47.7948
b1116	lolC	1175427	1	-	-	-	-	-
b1117	lolD	1176619	1	6.29969	9.304910000000001	10.2781	9.53012	-
b1118	lolE	1177320	1	-	-	-	-	-
b1119	nagK	1178593	1	268.585	242.328	272.21	237.75099999999998	271.877
b1120	cobB	1179631	1	5.3305	10.1053	6.25162	9.78091	10.0695
b1121	ycfZ	1181267	-1	17.4453	24.7131	20.5562	26.584	17.7281
b1122	ymfA	1181725	-1	79.1095	48.0254	44.608999999999995	28.8411	47.9367
b1123	potD	1182829	-1	28.9543	54.6288	47.5759	73.3568	55.1697
b1124	potC	1183620	-1	16.8395	24.8131	18.9668	24.7031	28.9322
b1125	potB	1184444	-1	-	-	-	-	-
b1126	potA	1185594	-1	-	-	-	-	-
b1127	pepT	1185844	1	115.454	157.683	131.708	149.72299999999998	170.47299999999998
b1128	roxA	1188240	-1	8.72264	12.2064	11.3377	17.1793	14.1824
b1129	phoQ	1189776	-1	-	-	-	-	-
b1130	phoP	1190447	-1	96.4337	94.2498	110.198	79.2504	80.8399
b1131	purB	1191986	-1	14.1743	22.0116	31.47	24.5777	19.2881
b1132	hflD	1192631	-1	239.146	159.984	185.111	161.385	175.153
b1133	mnmA	1193773	-1	17.9299	19.3102	16.4237	26.8348	26.663
b1134	nudJ	1194288	-1	8.84379	12.4066	8.15889	15.1729	16.4516
b1135	rluE	1194951	-1	-	-	-	-	-
b1136	icd	1195123	1	278.277	337.87800000000004	321.481	370.17	308.752
b1137	ymfD	1197532	-1	-	-	-	-	-
b1138	ymfE	1198237	-1	30.287	34.018	32.8475	27.5872	37.4417
b1139	lit	1198695	1	25.8045	40.5214	17.8012	22.6967	19.5718
b1140	intE	1200806	-1	-	-	-	-	-
b1141	xisE	1201032	-1	29.1966	24.613000000000003	12.6092	9.15393	17.5862
b1143	ymfI	1201497	1	13.4474	22.3118	11.5496	18.9348	18.8627
b1144	ymfJ	1202084	-1	130.476	93.6495	115.708	117.12	127.64200000000001
b1145	cohE	1202933	-1	-	-	-	-	-
b1146	croE	1203024	1	106.73100000000001	71.938	112.529	57.5569	47.7948
b1147	ymfL	1203268	1	26.1679	15.9084	18.225	14.6714	12.6224
b1148	ymfM	1203822	1	36.9501	71.2376	73.0062	98.5615	74.8833
b4692	oweE	1204170	1	31.2561	22.2117	15.5761	13.6682	15.8843
b4693	aaaE	1204404	1	-	-	-	-	-
b1150	ymfR	1205549	1	15.1435	15.3081	20.7681	18.4332	15.8843
b1151	beeE	1205731	1	15.7492	15.0079	31.47	20.565	20.8482
b1152	jayE	1206143	1	-	-	-	-	-
b1153	ymfQ	1206913	1	-	-	-	-	-
b1154	stfP	1207501	1	71.2349	56.1296	60.6089	49.2807	58.998999999999995
b1155	tfaP	1208132	1	182.085	157.683	122.913	101.195	106.652
b1156	tfaE	1209119	-1	24.4719	15.7083	6.99333	6.896789999999999	12.1969
b1157	stfE	1209619	-1	-	-	-	-	-
b1158	pinE	1209685	1	19.8682	21.6114	13.5628	14.2952	19.0045
b1159	mcrA	1210346	1	-	-	-	-	-
b4519	icdC	1211413	1	-	-	-	-	-
b1160	iraM	1212003	-1	17.203	24.2128	10.2781	16.4269	21.2737
b1161	ycgX	1213107	-1	119.694	181.796	145.694	176.30700000000002	108.921
b1162	bluR	1214059	-1	-	-	-	-	5.10568
b1163	bluF	1215475	-1	-	-	-	-	-
b1164	ycgZ	1215789	1	24.1084	34.7183	15.2582	21.5682	23.401
b1165	ymgA	1216068	1	7.63231	9.90523	-	8.15076	13.8988
b1166	ariR	1216369	1	11.7513	17.3091	13.4569	21.0666	17.4444
b1167	ymgC	1216748	1	37.1924	32.217	26.171999999999997	33.7316	30.4923
b1168	ycgG	1217328	1	-	-	-	-	-
b4520	ymgF	1218983	1	10.4187	11.8062	6.67545	11.4111	12.1969
b4491	ycgH	1219601	1	-	-	-	-	-
b4491	ycgH	1222174	1	-	-	-	-	-
b1171	ymgD	1222634	-1	187.173	210.41099999999997	126.94	137.058	196.99400000000003
b1172	ymgG	1222988	-1	9.57068	14.1075	7.73505	14.9222	17.0189
b4593	ymgI	1223163	-1	-	-	-	-	-
b4594	ymgJ	1223264	1	-	-	-	-	-
b4521	ycgI	1223564	1	-	-	-	-	-
b4521	ycgI	1223671	1	-	-	-	-	-
b1174	minE	1224545	-1	26.8948	25.0132	16.7416	17.1793	21.1318
b1175	minD	1225361	-1	55.9703	74.5394	37.7216	61.3188	71.7632
b1176	minC	1226080	-1	52.5782	82.7437	69.2976	99.06299999999999	80.4145
b1177	ycgJ	1226600	1	504.82300000000004	470.749	432.103	405.03	517.659
b1178	pliG	1227472	-1	342.606	268.342	300.925	200.007	208.05599999999998
b1179	ycgL	1227714	1	48.0957	31.7167	39.7348	21.8189	31.6268
b1180	ycgM	1228079	1	58.5144	95.7506	47.152	82.3853	132.464
b1181	ycgN	1228815	1	7.26887	13.7072	9.21848	12.038	11.4878
b1182	hlyE	1230394	-1	170.576	175.493	210.22400000000002	161.134	116.72200000000001
b1183	umuD	1230767	1	8.72264	14.4076	9.4304	12.665	14.3243
b1184	umuC	1231186	1	-	-	-	-	-
b1185	dsbB	1233030	-1	33.0734	54.82899999999999	42.5958	56.1775	67.5084
b1186	nhaB	1234717	-1	5.45165	10.2054	11.7615	13.7936	9.502239999999999
b1187	fadR	1234938	1	76.9289	89.2471	76.5028	66.2092	63.3955
b1188	ycgB	1237241	-1	5.45165	-	-	-	-
b1189	dadA	1237571	1	33.5579	29.6156	17.4833	24.3269	29.074
b1190	dadX	1238879	1	25.441	38.9206	43.7613	38.3713	33.7542
b1191	cvrA	1242071	-1	-	-	5.61586	6.144419999999999	-
b1192	ldcA	1243080	-1	6.4208300000000005	7.604019999999999	5.827780000000001	5.64283	6.5239199999999995
b1193	emtA	1243180	1	75.9597	56.2297	99.1782	72.1028	64.9556
b1194	ycgR	1244527	-1	7.63231	10.7057	8.37081	12.4142	14.6079
b1195	ymgE	1244728	1	7.39002	7.70407	9.11252	5.14125	5.8148
b1196	ycgY	1245160	1	-	-	-	-	-
b1197	treA	1247376	-1	5.3305	6.20328	7.946969999999999	7.2729800000000004	-
b1198	dhaM	1249114	-1	12.4782	13.8073	13.033	17.8063	15.7425
b1199	dhaL	1249757	-1	161.248	113.06	107.337	87.9028	113.743
b1200	dhaK	1250838	-1	232.725	174.592	266.594	178.43900000000002	202.80900000000003
b1201	dhaR	1251066	1	5.8151	5.70301	5.29798	7.52378	10.495
b1202	ycgV	1255952	-1	38.7673	52.0275	43.5494	51.7887	44.5329
b1203	ychF	1257812	-1	99.9469	71.3377	80.1055	58.9362	66.0902
b1204	pth	1258513	-1	490.89099999999996	615.225	421.295	485.91	533.827
b1205	ychH	1258791	1	38.2827	45.523999999999994	72.6883	62.1965	54.4606
b1206	dauA	1260803	-1	7.26887	7.2038	-	-	9.502239999999999
b1207	prs	1261875	-1	-	-	-	-	-
b1208	ispE	1262877	-1	15.1435	19.7104	18.225	21.5682	17.4444
b1209	lolB	1263500	-1	-	-	-	-	-
b1210	hemA	1263714	1	-	-	-	9.53012	8.36764
b1211	prfA	1265012	1	50.6398	90.3477	68.6618	106.461	83.5346
b1212	prmC	1266094	1	50.1552	47.1249	53.1917	37.1173	40.8454
b1213	ychQ	1266924	1	-	-	-	-	-
b1214	ychA	1267320	1	12.9628	9.80518	12.5032	9.9063	16.4516
b1215	kdsA	1268165	1	61.1796	46.7247	56.7943	37.3681	37.4417
b4419	ldrA	1269275	-1	-	-	-	-	-
b4421	ldrB	1269810	-1	-	-	-	-	-
b4423	ldrC	1270345	-1	-	-	-	-	-
b1216	chaA	1271849	-1	462.05800000000005	569.401	572.182	496.444	470.29
b1217	chaB	1272119	1	283.122	262.138	398.93800000000005	290.91900000000004	250.03599999999997
b1218	chaC	1272507	1	219.278	132.77	127.787	103.07600000000001	145.512
b1219	ychN	1273599	-1	533.535	585.509	811.3330000000001	591.118	599.776
b1220	ychO	1273784	1	-	-	-	-	-
b1221	narL	1275829	-1	33.0734	23.4124	25.7482	14.6714	14.8916
b1222	narX	1277618	-1	21.0797	30.4161	24.4767	18.9348	20.8482
b1223	narK	1277957	1	-	-	-	-	-
b1224	narG	1279864	1	-	-	6.3575800000000005	7.022189999999999	-
b1225	narH	1283604	1	7.995760000000001	10.8057	9.748280000000001	6.896789999999999	9.502239999999999
b1226	narJ	1285139	1	-	-	-	5.893619999999999	-
b1227	narI	1285849	1	59.1201	48.6257	62.0923	31.0983	30.4923
b1229	tpr	1287176	-1	-	-	-	-	-
b1232	purU	1288624	-1	90.134	97.6516	78.0922	88.7805	72.7559
b1233	ychJ	1289132	-1	11.3879	10.8057	11.1258	8.77774	9.502239999999999
b1234	rssA	1289245	1	13.4474	10.8057	-	10.6587	12.4806
b1235	rssB	1290242	1	30.0447	24.0127	31.364	31.5999	36.8744
b1236	galU	1291457	1	9.449530000000001	11.405999999999999	9.21848	8.652339999999999	8.22582
b1237	hns	1292922	-1	36.9501	78.6415	28.0793	56.1775	71.3377
b1238	tdk	1293527	1	8.23805	7.604019999999999	-	-	-
b4573	insZ	1295322	-1	-	-	-	-	-
b4573	insZ	1295141	-1	-	-	-	-	-
b4573	insZ	1294992	-1	-	-	-	-	-
b1241	adhE	1298121	-1	78.9884	132.97	61.2446	128.155	181.81900000000002
b1242	ychE	1298598	1	23.2604	16.6088	14.7284	14.0444	14.0406
b1243	oppA	1301182	1	117.029	189.3	101.509	133.923	137.286
b1244	oppB	1302899	1	265.677	284.75	269.985	268.473	298.115
b1245	oppC	1303834	1	314.379	311.865	273.482	348.602	385.76199999999994
b1246	oppD	1304754	1	26.7737	15.3081	13.3509	9.78091	14.4661
b1247	oppF	1305764	1	36.9501	26.9142	40.2646	29.9697	33.1869
b1248	yciU	1307150	-1	71.3561	134.371	86.1451	132.293	133.173
b1249	clsA	1308645	-1	10.4187	10.8057	6.25162	7.64917	7.94217
b4595	yciY	1308788	1	601.135	411.11699999999996	456.05	341.579	329.74199999999996
b1250	kch	1310269	-1	95.3433	159.384	126.62200000000001	145.836	171.608
b1251	yciI	1310865	-1	5.3305	7.403910000000001	9.00657	5.517440000000001	7.23305
b1252	tonB	1311089	1	-	-	-	-	-
b1253	yciA	1312246	-1	-	-	-	-	-
b1254	yciB	1312890	-1	34.6483	69.8369	34.4369	54.2966	52.3332
b1255	yciC	1313663	-1	53.9108	52.3276	53.7215	37.7443	29.2158
b1256	ompW	1314020	1	10.9033	12.3065	10.2781	10.1571	10.495
b1257	yciE	1315224	-1	52.0936	87.7463	53.2977	76.3663	85.662
b1258	yciF	1315770	-1	11.6302	6.20328	8.90061	6.144419999999999	6.9494
b1259	yciG	1316035	-1	108.67	84.2445	118.463	81.2568	81.2654
b1260	trpA	1317222	-1	75.4751	50.4266	43.1256	50.0331	55.8788
b1261	trpB	1318415	-1	10.1764	21.3113	6.46354	18.4332	19.9972
b1262	trpC	1319788	-1	-	-	5.08606	-	-
b1263	trpD	1321384	-1	-	6.60349	6.88737	9.9063	7.23305
b1264	trpE	1322946	-1	89.6494	118.162	53.0858	88.0282	90.6258
b1265	trpL	1323082	-1	6.05739	7.30386	7.73505	7.2729800000000004	6.9494
b1266	yciV	1323220	1	14.1743	12.5066	6.46354	10.2825	15.317
b1267	yciO	1324098	1	9.57068	15.3081	11.3377	11.7872	17.3026
b1268	yciQ	1324746	1	22.2912	23.0122	19.3906	23.0729	23.1174
b1269	rluB	1326852	1	42.1594	27.1143	18.1191	26.4586	29.074
b1270	btuR	1328357	-1	8.72264	7.804119999999999	8.79465	9.655510000000001	10.0695
b1271	yciK	1329112	-1	21.322	16.7088	10.2781	7.52378	16.3098
b1272	sohB	1329332	1	116.181	126.167	132.44899999999998	137.685	123.955
b1273	yciN	1330668	-1	2534.53	2009.56	2610.31	1790.41	1827.83
b1274	topA	1331048	1	60.4528	48.7257	55.9467	47.148999999999994	58.2898
b1275	cysB	1333855	1	-	7.10375	-	6.52061	9.644060000000001
b4522	ymiA	1335124	1	-	-	-	-	-
b4523	yciX	1335291	1	-	-	-	-	-
b1276	acnA	1335831	1	241.56900000000002	197.704	215.84	203.142	203.234
b1277	ribA	1339160	-1	3613.84	2361.55	3125.38	2132.36	2419.52
b1278	pgpB	1339330	1	78.2615	63.0333	108.926	110.098	99.1353
b1279	yciS	1340243	1	-	8.80465	-	10.6587	11.345999999999998
b1280	yciM	1340558	1	-	-	-	-	-
b1281	pyrF	1341921	1	13.5686	12.4066	10.1721	11.0349	15.4589
b1282	yciH	1342658	1	12.4782	14.4076	11.3377	8.40155	11.2041
b1283	osmB	1343328	-1	21.9278	17.7094	18.6489	11.4111	14.6079
b1284	yciT	1344346	-1	12.1148	26.1138	16.2118	26.4586	23.1174
b4596	yciZ	1344609	-1	-	-	-	-	-
b1285	gmr	1346742	-1	-	5.20275	9.00657	7.2729800000000004	5.2475
b4672	ymiB	1346796	1	-	5.3028	-	-	-
b1286	rnb	1348912	-1	-	-	-	-	-
b1287	yciW	1350107	-1	-	-	-	6.26981	-
b1288	fabI	1351039	-1	207.28400000000002	309.964	171.44299999999998	242.893	312.439
b1289	ycjD	1351760	-1	-	-	-	-	-
b1290	sapF	1352634	-1	178.208	169.389	203.65400000000002	199.38	181.81900000000002
b1291	sapD	1353628	-1	-	-	-	-	-
b1292	sapC	1354518	-1	45.4304	67.9359	61.9864	76.9933	89.9167
b1293	sapB	1355470	-1	-	-	-	-	-
b1294	sapA	1357110	-1	-	6.40338	-	-	-
b1295	ymjA	1357668	-1	-	-	-	-	-
b1296	puuP	1359187	-1	6.541980000000001	-	10.595999999999998	5.893619999999999	-
b1297	puuA	1360908	-1	94.4953	141.875	94.6219	137.309	119.274
b1298	puuD	1361120	1	162.58	267.64099999999996	213.93200000000002	294.681	281.238
b1299	puuR	1361911	1	315.711	264.139	400.95099999999996	241.764	218.268
b1300	puuC	1362743	1	785.8860000000001	799.922	977.265	793.0060000000001	807.69
b1301	puuB	1364232	1	31.4984	33.0174	28.820999999999998	25.33	16.5935
b1302	puuE	1365550	1	61.4219	57.8305	38.1455	41.0046	43.8238
b1303	pspF	1367912	-1	102.854	128.868	89.6418	116.619	103.815
b1304	pspA	1368079	1	129.144	155.782	116.87299999999999	109.973	145.22799999999998
b1305	pspB	1368801	1	19.9894	26.0137	18.9668	25.956999999999997	28.9322
b1306	pspC	1369025	1	148.043	130.969	218.27700000000002	174.301	155.298
b1307	pspD	1369393	1	93.7684	125.666	98.0126	130.537	97.8589
b1308	pspE	1369689	1	223.39700000000002	264.64	224.105	194.113	253.157
b1309	ycjM	1370216	1	-	-	-	-	-
b1310	ycjN	1371909	1	37.3135	37.82	24.5826	34.1078	46.6602
b1311	ycjO	1373222	1	40.8268	35.2186	37.7216	56.5537	48.504
b1312	ycjP	1374090	1	-	8.504489999999999	5.827780000000001	8.52695	7.94217
b1313	ycjQ	1374963	1	92.4358	55.5293	50.5427	57.0553	52.1914
b1314	ycjR	1376034	1	65.1775	111.059	84.1319	106.712	98.1425
b1315	ycjS	1376832	1	-	-	-	-	-
b1316	ycjT	1377884	1	24.8353	18.4097	21.8277	16.6777	17.5862
b1317	ycjU	1380148	1	58.6355	45.424	67.4963	53.9204	51.1986
b4524	ycjV	1380821	1	7.995760000000001	16.3086	10.1721	21.0666	18.0117
b4524	ycjV	1381777	1	-	-	-	-	-
b1319	ompG	1381947	1	-	-	-	5.39204	5.67298
b1320	ycjW	1383961	-1	-	-	-	-	-
b1321	ycjX	1384117	1	-	-	-	-	-
b1322	ycjF	1385511	1	53.6685	74.1392	78.8339	73.2314	73.7487
b1323	tyrR	1386720	1	18.6568	25.2133	32.9534	27.4618	23.6847
b1324	tpx	1388811	-1	65.2987	114.56	44.8209	96.6805	99.4189
b1325	ycjG	1388930	1	620.035	364.793	484.871	346.219	427.459
b1326	mpaA	1390598	-1	-	-	-	-	-
b4525	ymjC	1390862	-1	-	-	-	-	-
b4673	ymjD	1390933	-1	104.67200000000001	209.41099999999997	160.953	192.358	208.62400000000002
b1327	ycjY	1391853	-1	315.348	410.717	688.737	553.624	503.19300000000004
b1328	pgrR	1391991	1	589.021	551.391	467.494	432.115	661.4689999999999
b1329	mppA	1393227	1	53.9108	39.6209	30.1985	20.565	44.6747
b1330	ynaI	1395922	-1	366.836	301.759	265.959	196.747	156.007
b1331	insH1	1396076	1	-	-	-	-	-
b1332	ynaJ	1397365	1	48.2168	81.1429	55.2049	62.1965	66.3738
b1333	uspE	1398622	-1	60.5739	78.6415	62.4102	70.8489	66.7993
b1334	fnr	1399526	-1	63.3603	51.7273	52.45	69.0933	72.1886
b1335	ogt	1400236	-1	137.382	133.671	116.45	129.66	141.115
b1336	abgT	1401773	-1	9.207230000000001	9.60507	12.7152	10.1571	6.3821
b1337	abgB	1403255	-1	45.4304	63.8337	54.6751	64.4537	52.1914
b1338	abgA	1404565	-1	604.891	425.625	490.48699999999997	448.041	530.849
b1339	abgR	1404741	1	6.663130000000001	6.103219999999999	-	5.39204	-
b1340	smrA	1405979	1	65.541	62.6331	61.6685	64.3283	68.643
b1341	ydaM	1407795	-1	26.5314	24.1127	10.595999999999998	13.5428	11.2041
b1342	ydaN	1408050	1	32.3465	27.4145	33.5892	35.111	35.7398
b1343	dbpA	1409511	1	-	-	-	-	-
b1344	ttcA	1411948	-1	7.63231	11.2059	6.1456599999999995	9.02853	8.08399
b1345	intR	1413235	-1	-	-	-	-	-
b1346	ydaQ	1413452	-1	-	-	-	-	-
b1347	ydaC	1413740	-1	9.57068	7.10375	5.5099	-	-
b1348	ralR	1413927	-1	5.20936	6.00317	-	5.01585	-
b1349	recT	1414793	-1	9.328380000000001	12.0063	11.0198	9.15393	7.09122
